,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
787,2017-18,45,70037.0,Shasta,Indian Springs Elementary,13,8,61.5,5,38.5
788,2017-18,45,70045.0,Shasta,Junction Elementary,312,254,81.4,58,18.6
789,2017-18,45,70052.0,Shasta,Millville Elementary,299,249,83.3,50,16.7
790,2017-18,45,73700.0,Shasta,Mountain Union Elementary,90,49,54.4,41,45.6
791,2017-18,45,70078.0,Shasta,North Cow Creek Elementary,281,255,90.7,26,9.3
792,2017-18,45,70086.0,Shasta,Oak Run Elementary,80,56,70.0,24,30.0
793,2017-18,45,70094.0,Shasta,Pacheco Union Elementary,709,588,82.9,121,17.1
794,2017-18,45,70110.0,Shasta,Redding Elementary,3626,3007,82.9,619,17.1
795,2017-18,45,10454.0,Shasta,Shasta County Office of Education,845,517,61.2,328,38.8
796,2017-18,45,70128.0,Shasta,Shasta Union Elementary,183,129,70.5,54,29.5
797,2017-18,45,70136.0,Shasta,Shasta Union High,5922,5001,84.4,921,15.6
798,2017-18,45,70169.0,Shasta,Whitmore Union Elementary,1122,787,70.1,335,29.9
799,2017-18,46,70177.0,Sierra,Sierra-Plumas Joint Unified,418,382,91.4,36,8.6
800,2017-18,47,70185.0,Siskiyou,Big Springs Union Elementary,203,167,82.3,36,17.7
801,2017-18,47,70193.0,Siskiyou,Bogus Elementary,23,10,43.5,13,56.5
802,2017-18,47,73684.0,Siskiyou,Butte Valley Unified,344,288,83.7,56,16.3
803,2017-18,47,70201.0,Siskiyou,Butteville Union Elementary,213,197,92.5,16,7.5
804,2017-18,47,70227.0,Siskiyou,Delphic Elementary,71,52,73.2,19,26.8
805,2017-18,47,70243.0,Siskiyou,Dunsmuir Elementary,103,77,74.8,26,25.2
806,2017-18,47,70250.0,Siskiyou,Dunsmuir Joint Union High,75,54,72.0,21,28.0
807,2017-18,47,70292.0,Siskiyou,Forks of Salmon Elementary,*,*,*,*,*
808,2017-18,47,70318.0,Siskiyou,Gazelle Union Elementary,35,24,68.6,11,31.4
809,2017-18,47,70326.0,Siskiyou,Grenada Elementary,230,194,84.3,36,15.7
810,2017-18,47,70334.0,Siskiyou,Happy Camp Union Elementary,123,96,78.0,27,22.0
811,2017-18,47,70359.0,Siskiyou,Hornbrook Elementary,67,42,62.7,25,37.3
812,2017-18,47,70367.0,Siskiyou,Junction Elementary,29,24,82.8,5,17.2
813,2017-18,47,70375.0,Siskiyou,Klamath River Union Elementary,22,17,77.3,5,22.7
814,2017-18,47,70383.0,Siskiyou,Little Shasta Elementary,18,15,83.3,3,16.7
815,2017-18,47,70409.0,Siskiyou,McCloud Union Elementary,68,48,70.6,20,29.4
816,2017-18,47,70417.0,Siskiyou,Montague Elementary,185,130,70.3,55,29.7
817,2017-18,47,70425.0,Siskiyou,Mt. Shasta Union Elementary,590,531,90.0,59,10.0
818,2017-18,47,76455.0,Siskiyou,Scott Valley Unified,743,613,82.5,130,17.5
819,2017-18,47,70458.0,Siskiyou,Seiad Elementary,21,15,71.4,6,28.6
820,2017-18,47,10470.0,Siskiyou,Siskiyou County Office of Education,730,528,72.3,202,27.7
821,2017-18,47,70466.0,Siskiyou,Siskiyou Union High,585,487,83.2,98,16.8
822,2017-18,47,70482.0,Siskiyou,Weed Union Elementary,319,260,81.5,59,18.5
823,2017-18,47,70490.0,Siskiyou,Willow Creek Elementary,49,34,69.4,15,30.6
824,2017-18,47,70508.0,Siskiyou,Yreka Union Elementary,1107,923,83.4,184,16.6
825,2017-18,47,70516.0,Siskiyou,Yreka Union High,640,523,81.7,117,18.3
826,2017-18,48,70524.0,Solano,Benicia Unified,4929,4624,93.8,305,6.2
827,2017-18,48,70532.0,Solano,Dixon Unified,3844,3388,88.1,456,11.9
828,2017-18,48,70540.0,Solano,Fairfield-Suisun Unified,22713,20347,89.6,2366,10.4
829,2017-18,48,10488.0,Solano,Solano County Office of Education,691,320,46.3,371,53.7
830,2017-18,48,70565.0,Solano,Travis Unified,5822,5088,87.4,734,12.6
831,2017-18,48,70573.0,Solano,Vacaville Unified,13899,12435,89.5,1464,10.5
832,2017-18,48,70581.0,Solano,Vallejo City Unified,15615,13246,84.8,2369,15.2
833,2017-18,49,70599.0,Sonoma,Alexander Valley Union Elementary,117,114,97.4,3,2.6
834,2017-18,49,70615.0,Sonoma,Bellevue Union,2003,1736,86.7,267,13.3
835,2017-18,49,70623.0,Sonoma,Bennett Valley Union Elementary,1046,991,94.7,55,5.3
836,2017-18,49,70649.0,Sonoma,Cinnabar Elementary,305,277,90.8,28,9.2
837,2017-18,49,70656.0,Sonoma,Cloverdale Unified,1490,1365,91.6,125,8.4
838,2017-18,49,73882.0,Sonoma,Cotati-Rohnert Park Unified,6447,5902,91.5,545,8.5
839,2017-18,49,70672.0,Sonoma,Dunham Elementary,200,186,93.0,14,7.0
840,2017-18,49,70680.0,Sonoma,Forestville Union Elementary,276,246,89.1,30,10.9
841,2017-18,49,70698.0,Sonoma,Fort Ross Elementary,23,18,78.3,5,21.7
842,2017-18,49,70706.0,Sonoma,Geyserville Unified,251,226,90.0,25,10.0
843,2017-18,49,70714.0,Sonoma,Gravenstein Union Elementary,773,715,92.5,58,7.5
844,2017-18,49,70722.0,Sonoma,Guerneville Elementary,2416,263,10.9,2153,89.1
845,2017-18,49,70730.0,Sonoma,Harmony Union Elementary,773,587,75.9,186,24.1
846,2017-18,49,75390.0,Sonoma,Healdsburg Unified,1594,1474,92.5,120,7.5
847,2017-18,49,70763.0,Sonoma,Horicon Elementary,70,57,81.4,13,18.6
848,2017-18,49,70888.0,Sonoma,Kashia Elementary,16,10,62.5,6,37.5
849,2017-18,49,70789.0,Sonoma,Kenwood ,145,133,91.7,12,8.3
850,2017-18,49,70797.0,Sonoma,Liberty Elementary,1870,683,36.5,1187,63.5
851,2017-18,49,70805.0,Sonoma,Mark West Union Elementary,1501,1369,91.2,132,8.8
852,2017-18,49,70813.0,Sonoma,Monte Rio Union Elementary,103,82,79.6,21,20.4
853,2017-18,49,70821.0,Sonoma,Montgomery Elementary,40,33,82.5,7,17.5
854,2017-18,49,70839.0,Sonoma,Oak Grove Union Elementary,1330,1152,86.6,178,13.4
855,2017-18,49,70847.0,Sonoma,Old Adobe Union,2181,2031,93.1,150,6.9
856,2017-18,49,70854.0,Sonoma,Petaluma City Elementary,2514,2311,91.9,203,8.1
857,2017-18,49,70862.0,Sonoma,Petaluma Joint Union High,5497,5008,91.1,489,8.9
858,2017-18,49,70870.0,Sonoma,Piner-Olivet Union Elementary,1434,1248,87.0,186,13.0
859,2017-18,49,70896.0,Sonoma,Rincon Valley Union Elementary,3579,3288,91.9,291,8.1
860,2017-18,49,70904.0,Sonoma,Roseland,2952,2782,94.2,170,5.8
861,2017-18,49,70912.0,Sonoma,Santa Rosa Elementary,5536,4872,88.0,664,12.0
862,2017-18,49,70920.0,Sonoma,Santa Rosa High,11657,10406,89.3,1251,10.7
863,2017-18,49,70938.0,Sonoma,Sebastopol Union Elementary,964,874,90.7,90,9.3
864,2017-18,49,10496.0,Sonoma,Sonoma County Office of Education,933,424,45.4,509,54.6
865,2017-18,49,70953.0,Sonoma,Sonoma Valley Unified,4560,4269,93.6,291,6.4
866,2017-18,49,70961.0,Sonoma,Twin Hills Union Elementary,1244,1151,92.5,93,7.5
867,2017-18,49,70979.0,Sonoma,Two Rock Union,173,147,85.0,26,15.0
868,2017-18,49,70995.0,Sonoma,Waugh Elementary,899,854,95.0,45,5.0
869,2017-18,49,71001.0,Sonoma,West Side Union Elementary,188,178,94.7,10,5.3
870,2017-18,49,70607.0,Sonoma,West Sonoma County Union High,2032,1830,90.1,202,9.9
871,2017-18,49,71019.0,Sonoma,Wilmar Union Elementary,263,244,92.8,19,7.2
872,2017-18,49,75358.0,Sonoma,Windsor Unified,5320,5023,94.4,297,5.6
873,2017-18,49,71035.0,Sonoma,Wright Elementary,1643,1501,91.4,142,8.6
874,2017-18,50,71043.0,Stanislaus,Ceres Unified,15698,13657,87.0,2041,13.0
875,2017-18,50,71050.0,Stanislaus,Chatom Union,636,545,85.7,91,14.3
876,2017-18,50,71068.0,Stanislaus,Denair Unified,1468,1144,77.9,324,22.1
877,2017-18,50,71076.0,Stanislaus,Empire Union Elementary,3353,2782,83.0,571,17.0
878,2017-18,50,71084.0,Stanislaus,Gratton Elementary,148,136,91.9,12,8.1
879,2017-18,50,71092.0,Stanislaus,Hart-Ransom Union Elementary,1274,1156,90.7,118,9.3
880,2017-18,50,71100.0,Stanislaus,Hickman Community Charter,1108,1005,90.7,103,9.3
881,2017-18,50,75549.0,Stanislaus,Hughson Unified,2170,1942,89.5,228,10.5
882,2017-18,50,71134.0,Stanislaus,Keyes Union,1234,1075,87.1,159,12.9
883,2017-18,50,71142.0,Stanislaus,Knights Ferry Elementary,155,138,89.0,17,11.0
884,2017-18,50,71167.0,Stanislaus,Modesto City Elementary,16420,13887,84.6,2533,15.4
885,2017-18,50,71175.0,Stanislaus,Modesto City High,16362,13942,85.2,2420,14.8
886,2017-18,50,73601.0,Stanislaus,Newman-Crows Landing Unified,3344,2970,88.8,374,11.2
887,2017-18,50,75564.0,Stanislaus,Oakdale Joint Unified,5616,5020,89.4,596,10.6
888,2017-18,50,71209.0,Stanislaus,Paradise Elementary,199,186,93.5,13,6.5
889,2017-18,50,71217.0,Stanislaus,Patterson Joint Unified,6534,5562,85.1,972,14.9
890,2017-18,50,75556.0,Stanislaus,Riverbank Unified,3173,2805,88.4,368,11.6
891,2017-18,50,71233.0,Stanislaus,Roberts Ferry Union Elementary,165,139,84.2,26,15.8
892,2017-18,50,71266.0,Stanislaus,Salida Union Elementary,3507,3102,88.5,405,11.5
893,2017-18,50,71274.0,Stanislaus,Shiloh Elementary,175,160,91.4,15,8.6
894,2017-18,50,10504.0,Stanislaus,Stanislaus County Office of Education,3930,1744,44.4,2186,55.6
895,2017-18,50,71282.0,Stanislaus,Stanislaus Union Elementary,3815,3316,86.9,499,13.1
896,2017-18,50,71290.0,Stanislaus,Sylvan Union Elementary,8908,7849,88.1,1059,11.9
897,2017-18,50,75739.0,Stanislaus,Turlock Unified,15051,13290,88.3,1761,11.7
898,2017-18,50,71324.0,Stanislaus,Valley Home Joint Elementary,180,159,88.3,21,11.7
899,2017-18,50,75572.0,Stanislaus,Waterford Unified,4385,3597,82.0,788,18.0
900,2017-18,51,71357.0,Sutter,Brittan Elementary,479,439,91.6,40,8.4
901,2017-18,51,71365.0,Sutter,Browns Elementary,155,139,89.7,16,10.3
902,2017-18,51,71373.0,Sutter,East Nicolaus Joint Union High,322,298,92.5,24,7.5
903,2017-18,51,71381.0,Sutter,Franklin Elementary,487,455,93.4,32,6.6
904,2017-18,51,71399.0,Sutter,Live Oak Unified,1989,1741,87.5,248,12.5
905,2017-18,51,71407.0,Sutter,Marcum-Illinois Union Elementary,2548,2118,83.1,430,16.9
906,2017-18,51,71415.0,Sutter,Meridian Elementary,3675,899,24.5,2776,75.5
907,2017-18,51,71423.0,Sutter,Nuestro Elementary,664,522,78.6,142,21.4
908,2017-18,51,71431.0,Sutter,Pleasant Grove Joint Union,195,182,93.3,13,6.7
909,2017-18,51,10512.0,Sutter,Sutter County Office of Education,487,337,69.2,150,30.8
910,2017-18,51,71449.0,Sutter,Sutter Union High,811,745,91.9,66,8.1
911,2017-18,51,71456.0,Sutter,Winship-Robbins,2153,1667,77.4,486,22.6
912,2017-18,51,71464.0,Sutter,Yuba City Unified,14028,11856,84.5,2172,15.5
913,2017-18,52,71472.0,Tehama,Antelope Elementary,916,793,86.6,123,13.4
914,2017-18,52,71498.0,Tehama,Corning Union Elementary,2284,1970,86.3,314,13.7
915,2017-18,52,71506.0,Tehama,Corning Union High,1038,878,84.6,160,15.4
916,2017-18,52,71514.0,Tehama,Elkins Elementary,23,13,56.5,10,43.5
917,2017-18,52,71522.0,Tehama,Evergreen Union,1335,1120,83.9,215,16.1
918,2017-18,52,71548.0,Tehama,Gerber Union Elementary,453,381,84.1,72,15.9
919,2017-18,52,71555.0,Tehama,Kirkwood Elementary,106,92,86.8,14,13.2
920,2017-18,52,71563.0,Tehama,Lassen View Union Elementary,369,314,85.1,55,14.9
921,2017-18,52,71571.0,Tehama,Los Molinos Unified,647,543,83.9,104,16.1
922,2017-18,52,71639.0,Tehama,Red Bluff Joint Union High,1769,1467,82.9,302,17.1
923,2017-18,52,71621.0,Tehama,Red Bluff Union Elementary,2282,1886,82.6,396,17.4
924,2017-18,52,71647.0,Tehama,Reeds Creek Elementary,191,143,74.9,48,25.1
925,2017-18,52,71654.0,Tehama,Richfield Elementary,259,239,92.3,20,7.7
926,2017-18,52,10520.0,Tehama,Tehama County Department of Education,448,176,39.3,272,60.7
927,2017-18,53,71662.0,Trinity,Burnt Ranch Elementary,95,76,80.0,19,20.0
928,2017-18,53,71670.0,Trinity,Coffee Creek Elementary,*,*,*,*,*
929,2017-18,53,71696.0,Trinity,Douglas City Elementary,187,166,88.8,21,11.2
930,2017-18,53,71738.0,Trinity,Junction City Elementary,71,52,73.2,19,26.8
931,2017-18,53,71746.0,Trinity,Lewiston Elementary,74,49,66.2,25,33.8
932,2017-18,53,75028.0,Trinity,Mountain Valley Unified,282,242,85.8,40,14.2
933,2017-18,53,73833.0,Trinity,Southern Trinity Joint Unified,100,70,70.0,30,30.0
934,2017-18,53,76513.0,Trinity,Trinity Alps Unified,829,693,83.6,136,16.4
935,2017-18,53,71761.0,Trinity,Trinity Center Elementary,16,11,68.8,5,31.3
936,2017-18,53,10538.0,Trinity,Trinity County Office of Education,170,52,30.6,118,69.4
937,2017-18,54,71795.0,Tulare,Allensworth Elementary,96,77,80.2,19,19.8
938,2017-18,54,71803.0,Tulare,Alpaugh Unified,976,644,66.0,332,34.0
939,2017-18,54,71811.0,Tulare,Alta Vista Elementary,624,525,84.1,99,15.9
940,2017-18,54,71829.0,Tulare,Buena Vista Elementary,218,210,96.3,8,3.7
941,2017-18,54,71837.0,Tulare,Burton Elementary,5112,4705,92.0,407,8.0
942,2017-18,54,71852.0,Tulare,Columbine Elementary,204,177,86.8,27,13.2
943,2017-18,54,71860.0,Tulare,Cutler-Orosi Joint Unified,4379,3877,88.5,502,11.5
944,2017-18,54,75531.0,Tulare,Dinuba Unified,6941,6213,89.5,728,10.5
945,2017-18,54,71894.0,Tulare,Ducor Union Elementary,194,134,69.1,60,30.9
946,2017-18,54,71902.0,Tulare,Earlimart Elementary,1921,1710,89.0,211,11.0
947,2017-18,54,76836.0,Tulare,Exeter Unified,3043,2622,86.2,421,13.8
948,2017-18,54,75325.0,Tulare,Farmersville Unified,2721,2375,87.3,346,12.7
949,2017-18,54,71944.0,Tulare,Hope Elementary,255,243,95.3,12,4.7
950,2017-18,54,71951.0,Tulare,Hot Springs Elementary,21,17,81.0,4,19.0
951,2017-18,54,71969.0,Tulare,Kings River Union Elementary,496,428,86.3,68,13.7
952,2017-18,54,71985.0,Tulare,Liberty Elementary,636,577,90.7,59,9.3
953,2017-18,54,71993.0,Tulare,Lindsay Unified,4338,3874,89.3,464,10.7
954,2017-18,54,72009.0,Tulare,Monson-Sultana Joint Union Elementary,499,452,90.6,47,9.4
955,2017-18,54,72017.0,Tulare,Oak Valley Union Elementary,592,545,92.1,47,7.9
956,2017-18,54,72025.0,Tulare,Outside Creek Elementary,104,86,82.7,18,17.3
957,2017-18,54,72033.0,Tulare,Palo Verde Union Elementary,626,541,86.4,85,13.6
958,2017-18,54,72041.0,Tulare,Pixley Union Elementary,1172,1018,86.9,154,13.1
959,2017-18,54,72058.0,Tulare,Pleasant View Elementary,518,458,88.4,60,11.6
960,2017-18,54,75523.0,Tulare,Porterville Unified,15062,13380,88.8,1682,11.2
961,2017-18,54,72082.0,Tulare,Richgrove Elementary,649,609,93.8,40,6.2
962,2017-18,54,72090.0,Tulare,Rockford Elementary,381,342,89.8,39,10.2
963,2017-18,54,72108.0,Tulare,Saucelito Elementary,95,80,84.2,15,15.8
964,2017-18,54,72116.0,Tulare,Sequoia Union Elementary,365,312,85.5,53,14.5
965,2017-18,54,72132.0,Tulare,Springville Union Elementary,371,309,83.3,62,16.7
966,2017-18,54,72140.0,Tulare,Stone Corral Elementary,1214,455,37.5,759,62.5
967,2017-18,54,72157.0,Tulare,Strathmore Union Elementary,853,719,84.3,134,15.7
968,2017-18,54,72173.0,Tulare,Sundale Union Elementary,860,808,94.0,52,6.0
969,2017-18,54,72181.0,Tulare,Sunnyside Union Elementary,389,336,86.4,53,13.6
970,2017-18,54,72199.0,Tulare,Terra Bella Union Elementary,1010,786,77.8,224,22.2
971,2017-18,54,72207.0,Tulare,Three Rivers Union Elementary,151,139,92.1,12,7.9
972,2017-18,54,72215.0,Tulare,Tipton Elementary,623,553,88.8,70,11.2
973,2017-18,54,72223.0,Tulare,Traver Joint Elementary,237,206,86.9,31,13.1
974,2017-18,54,72231.0,Tulare,Tulare City,10074,8983,89.2,1091,10.8
975,2017-18,54,10546.0,Tulare,Tulare County Office of Education,3765,2849,75.7,916,24.3
976,2017-18,54,72249.0,Tulare,Tulare Joint Union High,5796,5103,88.0,693,12.0
977,2017-18,54,72256.0,Tulare,Visalia Unified,30476,26845,88.1,3631,11.9
978,2017-18,54,72264.0,Tulare,Waukena Joint Union Elementary,228,208,91.2,20,8.8
979,2017-18,54,76794.0,Tulare,Woodlake Unified,2262,2012,88.9,250,11.1
980,2017-18,54,72298.0,Tulare,Woodville Union Elementary,479,406,84.8,73,15.2
981,2017-18,55,72306.0,Tuolumne,Belleview Elementary,169,148,87.6,21,12.4
982,2017-18,55,75184.0,Tuolumne,Big Oak Flat-Groveland Unified,334,261,78.1,73,21.9
983,2017-18,55,72348.0,Tuolumne,Columbia Union,546,460,84.2,86,15.8
984,2017-18,55,72355.0,Tuolumne,Curtis Creek Elementary,488,410,84.0,78,16.0
985,2017-18,55,72363.0,Tuolumne,Jamestown Elementary,370,313,84.6,57,15.4
986,2017-18,55,72371.0,Tuolumne,Sonora Elementary,819,707,86.3,112,13.7
987,2017-18,55,72389.0,Tuolumne,Sonora Union High,1162,910,78.3,252,21.7
988,2017-18,55,72397.0,Tuolumne,Soulsbyville Elementary,558,516,92.5,42,7.5
989,2017-18,55,72405.0,Tuolumne,Summerville Elementary,417,387,92.8,30,7.2
