,CountyCode,DistrictCode,CountyName,DistrictName,Cumulative Enrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons,AcademicYear
1006,55,72405.0,Tuolumne,Summerville Elementary,382,50,22,8,5.8,6,30,2,0,9,3,2011-12
1007,55,72413.0,Tuolumne,Summerville Union High,1077,187,108,69,10.0,16,28,2,27,104,10,2011-12
1008,55,72421.0,Tuolumne,Twain Harte-Long Barn Union Elementary,358,14,11,1,3.1,0,10,0,0,1,3,2011-12
1009,55,75184.0,Tuolumne,Big Oak Flat-Groveland Unified,446,46,33,10,7.4,9,4,2,10,13,8,2011-12
1010,56,10561.0,Ventura,Ventura County Office of Education,4146,326,149,27,3.6,58,141,7,70,33,17,2011-12
1011,56,32276.0,Ventura,CEA Amador Co,*,*,*,*,*,*,*,*,*,*,*,2011-12
1012,56,72447.0,Ventura,Briggs Elementary,*,*,*,*,*,*,*,*,*,*,*,2011-12
1013,56,72454.0,Ventura,Fillmore Unified,4040,253,201,44,5.0,13,132,19,11,47,31,2011-12
1014,56,72462.0,Ventura,Hueneme Elementary,9205,616,404,131,4.4,127,202,23,25,190,49,2011-12
1015,56,72470.0,Ventura,Mesa Union Elementary,792,0,0,0,0.0,0,0,0,0,0,0,2011-12
1016,56,72504.0,Ventura,Mupu Elementary,146,0,0,0,0.0,0,0,0,0,0,0,2011-12
1017,56,72512.0,Ventura,Ocean View,2719,171,100,44,3.7,0,79,2,8,73,9,2011-12
1018,56,72520.0,Ventura,Ojai Unified,3254,194,127,37,3.9,12,71,12,27,59,13,2011-12
1019,56,72538.0,Ventura,Oxnard,16934,1931,1002,352,5.9,774,342,54,47,612,102,2011-12
1020,56,72546.0,Ventura,Oxnard Union High,17650,4050,1940,1231,11.0,82,675,18,588,2544,143,2011-12
1021,56,72553.0,Ventura,Pleasant Valley,7713,377,247,50,3.2,3,207,18,57,66,26,2011-12
1022,56,72561.0,Ventura,Rio Elementary,4944,279,191,70,3.9,38,80,7,13,107,34,2011-12
1023,56,72579.0,Ventura,Santa Clara Elementary,*,*,*,*,*,*,*,*,*,*,*,2011-12
1024,56,72587.0,Ventura,Santa Paula Elementary,3894,177,123,26,3.2,42,74,5,7,36,13,2011-12
1025,56,72595.0,Ventura,Santa Paula Union High,1693,351,201,108,11.9,27,98,6,41,165,14,2011-12
1026,56,72603.0,Ventura,Simi Valley Unified,20126,2953,1370,1008,6.8,71,478,47,169,2101,87,2011-12
1027,56,72611.0,Ventura,Somis Union,*,*,*,*,*,*,*,*,*,*,*,2011-12
1028,56,72652.0,Ventura,Ventura Unified,18708,1155,741,324,4.0,127,229,27,214,494,64,2011-12
1029,56,73759.0,Ventura,Conejo Valley Unified,21360,1349,762,348,3.6,135,344,24,122,620,104,2011-12
1030,56,73874.0,Ventura,Oak Park Unified,4357,98,80,26,1.8,4,47,3,6,30,8,2011-12
1031,56,73940.0,Ventura,Moorpark Unified,7553,312,202,44,2.7,44,102,17,44,74,31,2011-12
1032,57,10579.0,Yolo,Yolo County Office of Education,568,215,93,46,16.4,27,72,3,9,101,3,2011-12
1033,57,72678.0,Yolo,Davis Joint Unified,8968,588,338,197,3.8,34,129,19,62,325,19,2011-12
1034,57,72686.0,Yolo,Esparto Unified,1119,192,107,37,9.6,77,39,3,7,51,15,2011-12
1035,57,72694.0,Yolo,Washington Unified,8046,1122,678,198,8.4,150,483,30,131,263,65,2011-12
1036,57,72702.0,Yolo,Winters Joint Unified,1698,183,104,42,6.1,10,74,3,13,76,7,2011-12
1037,57,72710.0,Yolo,Woodland Joint Unified,10799,1994,931,430,8.6,132,625,41,166,901,129,2011-12
1038,58,10587.0,Yuba,Yuba County Office of Education,1069,222,85,64,8.0,4,52,0,15,143,8,2011-12
1039,58,72728.0,Yuba,Camptonville Elementary,472,7,5,4,1.1,1,0,0,0,4,2,2011-12
1040,58,72736.0,Yuba,Marysville Joint Unified,10748,2649,1360,734,12.7,13,999,71,127,1373,66,2011-12
1041,58,72744.0,Yuba,Plumas Lake Elementary,1189,111,67,36,5.6,0,47,2,1,57,4,2011-12
1042,58,72751.0,Yuba,Wheatland ,1412,76,43,27,3.0,6,21,2,0,45,2,2011-12
1043,58,72769.0,Yuba,Wheatland Union High,796,45,18,13,2.3,0,7,0,8,26,4,2011-12
1044,1,10017.0,Alameda,Alameda County Office of Education,5960,403,224,110,3.8,76,94,4,40,168,21,2012-13
1045,1,31609.0,Alameda,California School for the Blind (State Special Schl),87,8,7,4,8.0,0,4,0,0,4,0,2012-13
1046,1,31617.0,Alameda,California School for the Deaf-Fremont (State Special Schl),441,200,96,27,21.8,61,61,2,26,37,13,2012-13
1047,1,61119.0,Alameda,Alameda Unified,11299,802,469,181,4.2,260,115,19,68,298,42,2012-13
1048,1,61127.0,Alameda,Albany City Unified,3025,106,87,17,2.9,8,22,4,40,19,13,2012-13
1049,1,61143.0,Alameda,Berkeley Unified,10153,657,400,106,3.9,83,256,10,115,146,47,2012-13
1050,1,61150.0,Alameda,Castro Valley Unified,9456,401,287,130,3.0,14,138,3,49,170,27,2012-13
1051,1,61168.0,Alameda,Emery Unified,825,45,38,0,4.6,29,0,0,14,0,2,2012-13
1052,1,61176.0,Alameda,Fremont Unified,34582,1451,851,276,2.5,73,553,27,180,544,74,2012-13
1053,1,61192.0,Alameda,Hayward Unified,23410,2359,1388,431,5.9,375,803,75,359,667,80,2012-13
1054,1,61200.0,Alameda,Livermore Valley Joint Unified,13160,553,366,118,2.8,15,256,9,89,153,31,2012-13
1055,1,61218.0,Alameda,Mountain House Elementary,35,0,0,0,0.0,0,0,0,0,0,0,2012-13
1056,1,61234.0,Alameda,Newark Unified,6792,690,382,186,5.6,32,247,15,66,298,32,2012-13
1057,1,61242.0,Alameda,New Haven Unified,13472,1174,616,288,4.6,47,408,12,106,530,71,2012-13
1058,1,61259.0,Alameda,Oakland Unified,49178,5039,2815,763,5.7,853,2098,123,471,1203,291,2012-13
1059,1,61275.0,Alameda,Piedmont City Unified,2637,19,18,4,0.7,1,8,1,5,4,0,2012-13
1060,1,61291.0,Alameda,San Leandro Unified,9208,1346,710,399,7.7,14,453,28,100,709,42,2012-13
1061,1,61309.0,Alameda,San Lorenzo Unified,12877,1484,873,313,6.8,130,612,56,181,442,63,2012-13
1062,1,75093.0,Alameda,Dublin Unified,7765,220,158,45,2.0,10,112,3,12,68,15,2012-13
1063,1,75101.0,Alameda,Pleasanton Unified,15389,417,324,86,2.1,40,161,11,67,113,25,2012-13
1064,1,75119.0,Alameda,Sunol Glen Unified,282,19,12,11,4.3,0,1,0,0,18,0,2012-13
1065,1,76372.0,Alameda,SBE - Livermore Valley Charter,1095,4,3,0,0.3,0,4,0,0,0,0,2012-13
1066,1,76653.0,Alameda,SBE - Livermore Valley Charter Preparatory High,356,9,9,0,2.5,1,2,0,6,0,0,2012-13
1067,2,10025.0,Alpine,Alpine County Office of Education,*,*,*,*,*,*,*,*,*,*,*,2012-13
1068,2,61333.0,Alpine,Alpine County Unified,118,32,13,8,11.0,1,10,0,1,19,1,2012-13
1069,3,10033.0,Amador,Amador County Office of Education,395,175,82,47,20.8,14,47,0,26,79,9,2012-13
1070,3,73981.0,Amador,Amador County Unified,4196,506,317,148,7.6,50,157,3,48,213,35,2012-13
1071,4,10041.0,Butte,Butte County Office of Education,1549,111,56,13,3.6,24,56,4,4,15,8,2012-13
1072,4,61382.0,Butte,Bangor Union Elementary,144,53,26,14,18.1,0,26,1,2,21,3,2012-13
1073,4,61408.0,Butte,Biggs Unified,636,0,0,0,0.0,0,0,0,0,0,0,2012-13
1074,4,61424.0,Butte,Chico Unified,14611,1581,957,408,6.5,192,511,54,170,569,85,2012-13
1075,4,61432.0,Butte,Durham Unified,1033,74,46,14,4.5,23,19,2,5,20,5,2012-13
1076,4,61440.0,Butte,Feather Falls Union Elementary,87,18,9,6,10.3,1,3,1,1,12,0,2012-13
1077,4,61457.0,Butte,Golden Feather Union Elementary,242,0,0,0,0.0,0,0,0,0,0,0,2012-13
1078,4,61499.0,Butte,Manzanita Elementary,312,7,5,1,1.6,0,4,0,0,1,2,2012-13
1079,4,61507.0,Butte,Oroville City Elementary,2934,1108,447,277,15.2,13,399,15,8,646,27,2012-13
1080,4,61515.0,Butte,Oroville Union High,2661,1030,452,278,17.0,38,320,5,118,521,28,2012-13
1081,4,61523.0,Butte,Palermo Union Elementary,1434,352,153,80,10.7,22,132,3,8,175,12,2012-13
1082,4,61531.0,Butte,Paradise Unified,4610,1226,436,204,9.5,51,542,26,84,486,37,2012-13
1083,4,61549.0,Butte,Thermalito Union Elementary,1513,583,214,134,14.1,95,122,9,12,321,24,2012-13
1084,4,73379.0,Butte,Pioneer Union Elementary,98,24,13,5,13.3,1,15,0,1,7,0,2012-13
1085,4,75507.0,Butte,Gridley Unified,2266,175,116,29,5.1,75,31,0,18,38,13,2012-13
1086,5,10058.0,Calaveras,Calaveras County Office of Education,737,119,40,17,5.4,11,47,3,13,43,2,2012-13
1087,5,61556.0,Calaveras,Bret Harte Union High,794,51,42,0,5.3,0,33,2,13,0,3,2012-13
1088,5,61564.0,Calaveras,Calaveras Unified,3477,388,256,84,7.4,28,131,12,62,121,34,2012-13
1089,5,61572.0,Calaveras,Mark Twain Union Elementary,908,60,40,14,4.4,4,27,0,10,18,1,2012-13
1090,5,61580.0,Calaveras,Vallecito Union,*,*,*,*,*,*,*,*,*,*,*,2012-13
1091,6,10066.0,Colusa,Colusa County Office of Education,58,0,0,0,0.0,0,0,0,0,0,0,2012-13
1092,6,61598.0,Colusa,Colusa Unified,1595,14,14,0,0.9,1,0,4,4,0,5,2012-13
1093,6,61606.0,Colusa,Maxwell Unified,362,1,1,0,0.3,1,0,0,0,0,0,2012-13
1094,6,61614.0,Colusa,Pierce Joint Unified,1435,150,97,47,6.8,15,53,2,4,68,8,2012-13
1095,6,61622.0,Colusa,Williams Unified,1414,113,79,31,5.6,14,40,2,18,37,2,2012-13
1096,7,10074.0,Contra Costa,Contra Costa County Office of Education,3837,447,285,119,7.4,59,184,5,21,163,15,2012-13
1097,7,61630.0,Contra Costa,Acalanes Union High,5509,186,138,28,2.5,17,53,3,62,34,17,2012-13
1098,7,61648.0,Contra Costa,Antioch Unified,20324,7018,2416,1486,11.9,435,1845,86,219,4288,145,2012-13
1099,7,61655.0,Contra Costa,Brentwood Union Elementary,9015,637,392,138,4.3,47,350,7,14,180,39,2012-13
1100,7,61663.0,Contra Costa,Byron Union Elementary,1806,82,64,44,3.5,5,9,3,5,51,9,2012-13
1101,7,61671.0,Contra Costa,Canyon Elementary,44,0,0,0,0.0,0,0,0,0,0,0,2012-13
1102,7,61697.0,Contra Costa,John Swett Unified,1756,458,240,137,13.7,41,141,3,44,218,11,2012-13
1103,7,61705.0,Contra Costa,Knightsen Elementary,518,30,23,2,4.4,0,26,1,0,2,1,2012-13
1104,7,61713.0,Contra Costa,Lafayette Elementary,3509,57,43,6,1.2,19,19,3,4,6,6,2012-13
1105,7,61721.0,Contra Costa,Liberty Union High,8165,696,501,140,6.1,60,206,14,181,183,52,2012-13
1106,7,61739.0,Contra Costa,Martinez Unified,4263,365,205,74,4.8,3,157,11,39,132,23,2012-13
1107,7,61747.0,Contra Costa,Moraga Elementary,1893,16,11,2,0.6,7,4,1,0,2,2,2012-13
1108,7,61754.0,Contra Costa,Mt. Diablo Unified,33351,3789,2020,901,6.1,373,1272,114,363,1499,168,2012-13
1109,7,61762.0,Contra Costa,Oakley Union Elementary,5053,358,227,88,4.5,16,162,23,12,131,14,2012-13
1110,7,61770.0,Contra Costa,Orinda Union Elementary,2529,20,17,1,0.7,8,8,0,0,1,3,2012-13
1111,7,61788.0,Contra Costa,Pittsburg Unified,11347,2053,1236,536,10.9,150,890,37,174,750,52,2012-13
1112,7,61796.0,Contra Costa,West Contra Costa Unified,32328,7303,3343,1795,10.3,2015,872,111,381,3645,279,2012-13
1113,7,61804.0,Contra Costa,San Ramon Valley Unified,31516,727,526,128,1.7,55,303,25,113,159,72,2012-13
1114,7,61812.0,Contra Costa,Walnut Creek Elementary,3692,111,70,32,1.9,13,29,4,10,51,4,2012-13
1115,7,76810.0,Contra Costa,SBE - Synergy,120,11,11,6,9.2,3,1,0,0,6,1,2012-13
1116,8,10082.0,Del Norte,Del Norte County Office of Education,859,16,13,7,1.5,0,4,0,1,10,1,2012-13
1117,8,61820.0,Del Norte,Del Norte County Unified,3879,1260,551,404,14.2,170,87,1,64,904,34,2012-13
1118,9,10090.0,El Dorado,El Dorado County Office of Education,1642,156,80,59,4.9,2,27,1,2,118,6,2012-13
1119,9,61838.0,El Dorado,Buckeye Union Elementary,5328,106,81,22,1.5,1,55,6,1,32,11,2012-13
1120,9,61846.0,El Dorado,Camino Union Elementary,445,49,34,4,7.6,2,36,1,3,6,1,2012-13
1121,9,61853.0,El Dorado,El Dorado Union High,7099,1459,715,419,10.1,25,315,23,268,758,70,2012-13
1122,9,61879.0,El Dorado,Gold Oak Union Elementary,482,28,22,15,4.6,0,7,1,0,18,2,2012-13
1123,9,61887.0,El Dorado,Gold Trail Union Elementary,620,50,39,10,6.3,0,28,2,1,10,9,2012-13
1124,9,61895.0,El Dorado,Indian Diggings Elementary,20,2,1,1,5.0,0,0,0,0,2,0,2012-13
1125,9,61903.0,El Dorado,Lake Tahoe Unified,4032,353,259,49,6.4,6,153,22,59,64,49,2012-13
1126,9,61911.0,El Dorado,Latrobe,161,3,1,0,0.6,3,0,0,0,0,0,2012-13
1127,9,61929.0,El Dorado,Mother Lode Union Elementary,1235,304,133,96,10.8,1,82,1,0,206,14,2012-13
1128,9,61945.0,El Dorado,Pioneer Union Elementary,372,20,15,4,4.0,0,13,1,0,4,2,2012-13
1129,9,61952.0,El Dorado,Placerville Union Elementary,1348,54,42,12,3.1,11,22,2,4,12,3,2012-13
1130,9,61960.0,El Dorado,Pollock Pines Elementary,762,71,45,7,5.9,35,10,7,3,9,7,2012-13
1131,9,61978.0,El Dorado,Rescue Union Elementary,4198,180,115,77,2.7,3,49,5,0,108,15,2012-13
1132,9,61986.0,El Dorado,Silver Fork Elementary,12,0,0,0,0.0,0,0,0,0,0,0,2012-13
1133,9,73783.0,El Dorado,Black Oak Mine Unified,1571,237,108,48,6.9,21,92,2,22,92,8,2012-13
1134,9,76489.0,El Dorado,SBC - Aspire Public Schools,2016,417,167,103,8.3,0,164,5,3,234,11,2012-13
1135,9,76596.0,El Dorado,SBC - Pacific Technology,322,21,16,6,5.0,1,10,0,0,7,3,2012-13
1136,10,10108.0,Fresno,Fresno County Office of Education,3899,1262,506,267,13.0,107,473,5,204,431,42,2012-13
1137,10,61994.0,Fresno,Alvina Elementary,234,14,9,4,3.8,0,6,0,0,6,2,2012-13
1138,10,62026.0,Fresno,Big Creek Elementary,60,3,3,1,5.0,0,1,0,1,1,0,2012-13
1139,10,62042.0,Fresno,Burrel Union Elementary,135,16,16,5,11.9,0,10,0,0,5,1,2012-13
1140,10,62109.0,Fresno,Clay Joint Elementary,268,7,5,1,1.9,0,6,0,0,1,0,2012-13
1141,10,62117.0,Fresno,Clovis Unified,42090,3542,2216,1320,5.3,146,892,84,259,1937,224,2012-13
1142,10,62125.0,Fresno,Coalinga-Huron Unified,4631,1578,650,469,14.0,287,162,16,63,1017,33,2012-13
1143,10,62158.0,Fresno,Fowler Unified,2614,122,90,27,3.4,11,49,3,8,40,11,2012-13
1144,10,62166.0,Fresno,Fresno Unified,81448,12077,6165,2016,7.6,330,6445,308,1089,3379,526,2012-13
1145,10,62240.0,Fresno,Kingsburg Elementary Charter,2515,269,157,73,6.2,1,118,11,2,112,25,2012-13
1146,10,62257.0,Fresno,Kingsburg Joint Union High,1274,138,96,72,7.5,0,21,0,12,100,5,2012-13
1147,10,62265.0,Fresno,Kings Canyon Joint Unified,10397,607,412,205,4.0,69,146,0,54,305,33,2012-13
1148,10,62281.0,Fresno,Laton Joint Unified,767,92,60,37,7.8,0,39,1,1,50,1,2012-13
1149,10,62323.0,Fresno,Monroe Elementary,227,19,12,0,5.3,1,15,2,0,0,1,2012-13
1150,10,62331.0,Fresno,Orange Center ,1323,46,19,12,1.4,4,7,2,0,31,2,2012-13
1151,10,62356.0,Fresno,Pacific Union Elementary,406,29,20,2,4.9,1,10,0,11,2,5,2012-13
1152,10,62364.0,Fresno,Parlier Unified,3594,527,314,142,8.7,7,247,3,25,229,16,2012-13
1153,10,62372.0,Fresno,Pine Ridge Elementary,105,0,0,0,0.0,0,0,0,0,0,0,2012-13
1154,10,62380.0,Fresno,Raisin City Elementary,927,0,0,0,0.0,0,0,0,0,0,0,2012-13
1155,10,62414.0,Fresno,Sanger Unified,11546,654,490,150,4.2,30,284,17,86,196,41,2012-13
1156,10,62430.0,Fresno,Selma Unified,6819,656,407,133,6.0,10,312,40,53,204,37,2012-13
1157,10,62513.0,Fresno,Washington Colony Elementary,478,50,28,12,5.9,6,18,2,0,22,2,2012-13
1158,10,62539.0,Fresno,West Park Elementary,911,51,37,9,4.1,23,10,2,1,10,5,2012-13
1159,10,62547.0,Fresno,Westside Elementary,1311,7,7,3,0.5,0,0,0,4,3,0,2012-13
1160,10,73809.0,Fresno,Firebaugh-Las Deltas Unified,2456,125,90,20,3.7,44,23,4,14,31,9,2012-13
1161,10,73965.0,Fresno,Central Unified,16538,2247,1246,641,7.5,88,655,43,209,1139,113,2012-13
1162,10,73999.0,Fresno,Kerman Unified,5132,481,291,113,5.7,93,133,9,36,177,33,2012-13
1163,10,75127.0,Fresno,Mendota Unified,3147,269,173,63,5.5,8,125,3,13,112,8,2012-13
1164,10,75234.0,Fresno,Golden Plains Unified,1971,184,127,74,6.4,40,34,0,10,94,6,2012-13
1165,10,75275.0,Fresno,Sierra Unified,1538,178,92,38,6.0,1,86,1,22,60,8,2012-13
1166,10,75408.0,Fresno,Riverdale Joint Unified,1684,153,107,54,6.4,0,61,1,1,83,7,2012-13
1167,10,75598.0,Fresno,Caruthers Unified,1462,37,28,5,1.9,0,20,4,7,6,0,2012-13
1168,10,76778.0,Fresno,Washington Unified,3662,649,398,154,10.9,168,152,9,83,202,35,2012-13
1169,11,10116.0,Glenn,Glenn County Office of Education,592,29,14,5,2.4,4,18,1,0,5,1,2012-13
1170,11,62554.0,Glenn,Capay Joint Union Elementary,210,0,0,0,0.0,0,0,0,0,0,0,2012-13
1171,11,62596.0,Glenn,Lake Elementary,165,0,0,0,0.0,0,0,0,0,0,0,2012-13
1172,11,62638.0,Glenn,Plaza Elementary,154,0,0,0,0.0,0,0,0,0,0,0,2012-13
1173,11,62646.0,Glenn,Princeton Joint Unified,220,12,11,5,5.0,0,5,0,2,5,0,2012-13
1174,11,62653.0,Glenn,Stony Creek Joint Unified,120,0,0,0,0.0,0,0,0,0,0,0,2012-13
1175,11,62661.0,Glenn,Willows Unified,1595,120,90,0,5.6,15,70,0,23,0,12,2012-13
1176,11,75481.0,Glenn,Orland Joint Unified,2377,335,213,97,9.0,6,137,9,21,138,24,2012-13
1177,11,76562.0,Glenn,Hamilton Unified,778,49,39,17,5.0,4,10,2,4,21,8,2012-13
1178,12,10124.0,Humboldt,Humboldt County Office of Education,640,54,38,13,5.9,6,34,0,0,14,0,2012-13
1179,12,62679.0,Humboldt,Arcata Elementary,1004,50,31,14,3.1,4,21,0,3,15,7,2012-13
1180,12,62687.0,Humboldt,Northern Humboldt Union High,1809,218,151,83,8.3,4,57,3,17,126,11,2012-13
1181,12,62695.0,Humboldt,Big Lagoon Union Elementary,78,0,0,0,0.0,0,0,0,0,0,0,2012-13
1182,12,62703.0,Humboldt,Blue Lake Union Elementary,173,24,15,1,8.7,1,22,0,0,1,0,2012-13
1183,12,62729.0,Humboldt,Bridgeville Elementary,46,0,0,0,0.0,0,0,0,0,0,0,2012-13
1184,12,62737.0,Humboldt,Cuddeback Union Elementary,125,0,0,0,0.0,0,0,0,0,0,0,2012-13
1185,12,62745.0,Humboldt,Cutten Elementary,592,3,3,2,0.5,0,0,0,0,2,1,2012-13
1186,12,62794.0,Humboldt,Fieldbrook Elementary,142,9,4,1,2.8,1,7,0,0,1,0,2012-13
1187,12,62810.0,Humboldt,Fortuna Union High,1144,318,175,128,15.3,5,45,1,56,204,7,2012-13
1188,12,62828.0,Humboldt,Freshwater Elementary,*,*,*,*,*,*,*,*,*,*,*,2012-13
1189,12,62836.0,Humboldt,Garfield Elementary,64,0,0,0,0.0,0,0,0,0,0,0,2012-13
1190,12,62851.0,Humboldt,Green Point Elementary,*,*,*,*,*,*,*,*,*,*,*,2012-13
1191,12,62885.0,Humboldt,Hydesville Elementary,180,0,0,0,0.0,0,0,0,0,0,0,2012-13
1192,12,62893.0,Humboldt,Jacoby Creek Elementary,438,7,5,1,1.1,2,3,0,1,1,0,2012-13
1193,12,62901.0,Humboldt,Klamath-Trinity Joint Unified,1170,108,83,18,7.1,5,46,4,28,23,2,2012-13
1194,12,62919.0,Humboldt,Kneeland Elementary,34,0,0,0,0.0,0,0,0,0,0,0,2012-13
1195,12,62927.0,Humboldt,Loleta Union Elementary,385,99,45,14,11.7,18,41,5,9,26,0,2012-13
1196,12,62935.0,Humboldt,Maple Creek Elementary,14,0,0,0,0.0,0,0,0,0,0,0,2012-13
1197,12,62950.0,Humboldt,McKinleyville Union Elementary,1241,244,84,29,6.8,2,142,0,16,61,23,2012-13
1198,12,62968.0,Humboldt,Orick Elementary,24,1,1,1,4.2,0,0,0,0,1,0,2012-13
1199,12,62976.0,Humboldt,Pacific Union Elementary,610,31,24,1,3.9,2,21,3,3,1,1,2012-13
1200,12,62984.0,Humboldt,Peninsula Union ,40,0,0,0,0.0,0,0,0,0,0,0,2012-13
1201,12,63008.0,Humboldt,Rio Dell Elementary,342,28,22,9,6.4,4,12,2,0,9,1,2012-13
1202,12,63024.0,Humboldt,Scotia Union Elementary,259,60,31,11,12.0,12,28,1,2,16,1,2012-13
1203,12,63032.0,Humboldt,South Bay Union Elementary,1007,84,41,21,4.1,4,41,1,2,34,2,2012-13
1204,12,63040.0,Humboldt,Southern Humboldt Joint Unified,843,0,0,0,0.0,0,0,0,0,0,0,2012-13
1205,12,63057.0,Humboldt,Trinidad Union Elementary,225,5,4,4,1.8,0,0,0,1,4,0,2012-13
1206,12,75374.0,Humboldt,Ferndale Unified,540,10,10,0,1.9,1,0,0,9,0,0,2012-13
1207,12,75382.0,Humboldt,Mattole Unified,981,4,3,0,0.3,0,1,0,0,0,3,2012-13
1208,12,75515.0,Humboldt,Eureka City Schools,4023,541,280,128,7.0,38,167,16,85,214,21,2012-13
1209,12,76802.0,Humboldt,Fortuna Elementary,1372,353,139,74,10.1,21,135,5,7,182,3,2012-13
1210,13,10132.0,Imperial,Imperial County Office of Education,883,242,109,87,12.3,3,43,0,17,178,1,2012-13
1211,13,63073.0,Imperial,Brawley Elementary,*,*,*,*,*,*,*,*,*,*,*,2012-13
1212,13,63081.0,Imperial,Brawley Union High,1974,317,219,144,11.1,1,78,0,37,191,10,2012-13
1213,13,63099.0,Imperial,Calexico Unified,9971,2637,1100,787,11.0,32,529,35,134,1842,65,2012-13
1214,13,63107.0,Imperial,Calipatria Unified,1313,351,143,102,10.9,2,76,5,14,251,3,2012-13
1215,13,63115.0,Imperial,Central Union High,4367,3626,1273,1183,29.2,23,217,5,157,3192,32,2012-13
1216,13,63123.0,Imperial,El Centro Elementary,6501,439,276,113,4.2,34,173,20,11,164,37,2012-13
1217,13,63131.0,Imperial,Heber Elementary,1292,72,45,13,3.5,40,5,0,1,18,8,2012-13
1218,13,63149.0,Imperial,Holtville Unified,1678,57,42,6,2.5,9,24,0,7,9,8,2012-13
1219,13,63164.0,Imperial,Imperial Unified,3927,298,196,101,5.0,27,67,6,19,159,20,2012-13
1220,13,63172.0,Imperial,Magnolia Union Elementary,136,0,0,0,0.0,0,0,0,0,0,0,2012-13
1221,13,63180.0,Imperial,McCabe Union Elementary,1319,28,18,2,1.4,0,20,2,1,3,2,2012-13
1222,13,63198.0,Imperial,Meadows Union Elementary,512,27,21,4,4.1,3,10,4,0,7,3,2012-13
1223,13,63206.0,Imperial,Mulberry Elementary,96,0,0,0,0.0,0,0,0,0,0,0,2012-13
1224,13,63214.0,Imperial,San Pasqual Valley Unified,842,585,196,118,23.3,97,109,16,37,303,23,2012-13
1225,13,63222.0,Imperial,Seeley Union Elementary,406,16,13,8,3.2,0,5,0,2,9,0,2012-13
1226,13,63230.0,Imperial,Westmorland Union Elementary,427,98,50,28,11.7,0,45,0,0,50,3,2012-13
1227,14,10140.0,Inyo,Inyo County Office of Education,3323,7,1,1,0.0,0,3,0,1,3,0,2012-13
1228,14,63248.0,Inyo,Big Pine Unified,203,25,16,2,7.9,0,20,0,1,3,1,2012-13
1229,14,63271.0,Inyo,Death Valley Unified,33,0,0,0,0.0,0,0,0,0,0,0,2012-13
1230,14,63289.0,Inyo,Lone Pine Unified,427,35,21,16,4.9,0,8,0,2,23,2,2012-13
1231,14,63297.0,Inyo,Owens Valley Unified,*,*,*,*,*,*,*,*,*,*,*,2012-13
1232,14,63305.0,Inyo,Round Valley Joint Elementary,152,17,7,3,4.6,0,10,1,0,3,3,2012-13
1233,14,76687.0,Inyo,Bishop Unified,2136,261,176,56,8.2,27,102,8,39,75,10,2012-13
1234,15,10157.0,Kern,Kern County Office of Education,8705,569,457,35,5.2,41,307,28,144,37,12,2012-13
1235,15,63313.0,Kern,Arvin Union,3397,279,158,39,4.7,51,125,5,15,61,22,2012-13
1236,15,63321.0,Kern,Bakersfield City,31721,4233,2110,1364,6.7,189,1175,108,168,2432,161,2012-13
1237,15,63339.0,Kern,Beardsley Elementary,2075,12,10,1,0.5,1,4,5,1,1,0,2012-13
1238,15,63347.0,Kern,Belridge Elementary,35,2,2,0,5.7,0,2,0,0,0,0,2012-13
1239,15,63354.0,Kern,Blake Elementary,*,*,*,*,*,*,*,*,*,*,*,2012-13
1240,15,63362.0,Kern,Panama-Buena Vista Union,18644,3065,1634,620,8.8,114,1644,101,25,1010,171,2012-13
1241,15,63370.0,Kern,Buttonwillow Union Elementary,390,58,26,7,6.7,4,37,1,2,10,4,2012-13
1242,15,63388.0,Kern,Caliente Union Elementary,71,0,0,0,0.0,0,0,0,0,0,0,2012-13
1243,15,63404.0,Kern,Delano Union Elementary,8088,418,262,141,3.2,3,164,8,14,203,26,2012-13
1244,15,63412.0,Kern,Delano Joint Union High,4525,322,247,102,5.5,1,127,7,43,122,22,2012-13
1245,15,63420.0,Kern,Di Giorgio Elementary,231,7,7,0,3.0,4,2,1,0,0,0,2012-13
1246,15,63438.0,Kern,Edison Elementary,1270,154,88,42,6.9,14,45,2,7,71,15,2012-13
1247,15,63446.0,Kern,Elk Hills Elementary,228,2,2,0,0.9,0,2,0,0,0,0,2012-13
1248,15,63461.0,Kern,Fairfax Elementary,2566,271,172,77,6.7,117,8,5,7,115,19,2012-13
1249,15,63479.0,Kern,Fruitvale Elementary,3511,189,112,30,3.2,5,116,4,6,46,12,2012-13
1250,15,63487.0,Kern,General Shafter Elementary,143,0,0,0,0.0,0,0,0,0,0,0,2012-13
1251,15,63503.0,Kern,Greenfield Union,9931,1463,769,368,7.7,2,746,26,23,600,66,2012-13
1252,15,63529.0,Kern,Kern Union High,39264,12641,6534,4007,16.6,167,3239,113,964,7725,433,2012-13
1253,15,63545.0,Kern,Kernville Union Elementary,866,272,120,45,13.9,105,69,8,7,73,10,2012-13
1254,15,63552.0,Kern,Lakeside Union,1436,189,117,37,8.1,55,68,8,0,47,11,2012-13
