,CountyCode,DistrictCode,CountyName,DistrictName,Cumulative Enrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons,AcademicYear
7288,9,61945.0,El Dorado,Pioneer Union Elementary,333,31,18,2,5.4,0,15,4,9,2,1,2018-19
7289,9,61952.0,El Dorado,Placerville Union Elementary,1375,60,42,5,3.1,16,8,7,23,5,1,2018-19
7290,9,61960.0,El Dorado,Pollock Pines Elementary,736,50,30,3,4.1,1,39,1,6,3,0,2018-19
7291,9,61978.0,El Dorado,Rescue Union Elementary,3805,65,46,2,1.2,22,14,6,19,3,1,2018-19
7292,9,61986.0,El Dorado,Silver Fork Elementary,14,0,0,0,0.0,0,0,0,0,0,0,2018-19
7293,9,73783.0,El Dorado,Black Oak Mine Unified,1322,130,89,14,6.7,8,46,6,54,14,2,2018-19
7294,10,10108.0,Fresno,Fresno County Office of Education,6063,736,329,76,5.4,158,386,4,36,107,45,2018-19
7295,10,61994.0,Fresno,Alvina Elementary,207,2,1,0,0.5,0,2,0,0,0,0,2018-19
7296,10,62026.0,Fresno,Big Creek Elementary,51,2,2,0,3.9,0,2,0,0,0,0,2018-19
7297,10,62042.0,Fresno,Burrel Union Elementary,133,2,2,0,1.5,0,1,1,0,0,0,2018-19
7298,10,62109.0,Fresno,Clay Joint Elementary,252,0,0,0,0.0,0,0,0,0,0,0,2018-19
7299,10,62117.0,Fresno,Clovis Unified,44863,2491,1650,18,3.7,55,1800,88,418,18,112,2018-19
7300,10,62125.0,Fresno,Coalinga-Huron Unified,4823,531,319,99,6.6,121,169,12,75,146,8,2018-19
7301,10,62158.0,Fresno,Fowler Unified,2703,49,44,1,1.6,10,16,3,17,1,2,2018-19
7302,10,62166.0,Fresno,Fresno Unified,77615,10342,5532,676,7.1,1645,6088,159,1095,941,414,2018-19
7303,10,62240.0,Fresno,Kingsburg Elementary Charter,2385,42,39,0,1.6,7,28,3,4,0,0,2018-19
7304,10,62257.0,Fresno,Kingsburg Joint Union High,1224,74,66,1,5.4,3,28,3,37,1,2,2018-19
7305,10,62265.0,Fresno,Kings Canyon Joint Unified,10254,450,316,23,3.1,36,237,18,106,25,28,2018-19
7306,10,62281.0,Fresno,Laton Joint Unified,716,40,31,3,4.3,4,28,1,2,3,2,2018-19
7307,10,62323.0,Fresno,Monroe Elementary,191,3,3,0,1.6,0,3,0,0,0,0,2018-19
7308,10,62331.0,Fresno,Orange Center ,1392,28,22,0,1.6,3,24,1,0,0,0,2018-19
7309,10,62356.0,Fresno,Pacific Union Elementary,425,30,19,2,4.5,0,18,1,7,3,1,2018-19
7310,10,62364.0,Fresno,Parlier Unified,3697,141,111,4,3.0,2,77,4,53,4,1,2018-19
7311,10,62372.0,Fresno,Pine Ridge Elementary,110,0,0,0,0.0,0,0,0,0,0,0,2018-19
7312,10,62380.0,Fresno,Raisin City Elementary,679,0,0,0,0.0,0,0,0,0,0,0,2018-19
7313,10,62414.0,Fresno,Sanger Unified,12873,571,460,18,3.6,24,288,23,201,19,16,2018-19
7314,10,62430.0,Fresno,Selma Unified,6678,589,399,45,6.0,50,307,21,140,53,18,2018-19
7315,10,62513.0,Fresno,Washington Colony Elementary,498,3,3,0,0.6,2,0,1,0,0,0,2018-19
7316,10,62539.0,Fresno,West Park Elementary,891,60,32,2,3.6,13,38,3,3,3,0,2018-19
7317,10,62547.0,Fresno,Westside Elementary,3670,2,2,0,0.1,1,1,0,0,0,0,2018-19
7318,10,73809.0,Fresno,Firebaugh-Las Deltas Unified,2341,126,97,14,4.1,36,29,1,36,17,7,2018-19
7319,10,73965.0,Fresno,Central Unified,16948,2129,1196,336,7.1,252,967,20,317,489,84,2018-19
7320,10,73999.0,Fresno,Kerman Unified,5481,215,171,6,3.1,115,25,5,58,6,6,2018-19
7321,10,75127.0,Fresno,Mendota Unified,3743,184,138,42,3.7,14,95,3,14,53,5,2018-19
7322,10,75234.0,Fresno,Golden Plains Unified,1770,196,153,36,8.6,87,19,0,43,37,10,2018-19
7323,10,75275.0,Fresno,Sierra Unified,1356,147,90,11,6.6,1,113,2,14,11,6,2018-19
7324,10,75408.0,Fresno,Riverdale Joint Unified,1662,65,50,9,3.0,1,36,0,7,16,5,2018-19
7325,10,75598.0,Fresno,Caruthers Unified,1610,82,69,11,4.3,2,30,5,33,12,0,2018-19
7326,10,76778.0,Fresno,Washington Unified,3250,324,220,38,6.8,161,63,11,38,43,8,2018-19
7327,11,10116.0,Glenn,Glenn County Office of Education,614,39,20,0,3.3,16,22,0,0,0,1,2018-19
7328,11,62554.0,Glenn,Capay Joint Union Elementary,212,3,2,0,0.9,0,3,0,0,0,0,2018-19
7329,11,62596.0,Glenn,Lake Elementary,190,6,5,0,2.6,2,2,0,0,0,2,2018-19
7330,11,62638.0,Glenn,Plaza Elementary,212,3,3,0,1.4,1,1,0,0,0,1,2018-19
7331,11,62646.0,Glenn,Princeton Joint Unified,156,10,9,0,5.8,4,4,0,1,0,1,2018-19
7332,11,62653.0,Glenn,Stony Creek Joint Unified,99,23,17,2,17.2,1,9,0,10,3,0,2018-19
7333,11,62661.0,Glenn,Willows Unified,1581,130,87,36,5.5,10,42,1,20,48,9,2018-19
7334,11,75481.0,Glenn,Orland Joint Unified,2395,133,92,14,3.8,9,66,4,33,15,6,2018-19
7335,11,76562.0,Glenn,Hamilton Unified,743,29,26,0,3.5,10,12,4,3,0,0,2018-19
7336,12,10124.0,Humboldt,Humboldt County Office of Education,1138,65,46,2,4.0,11,44,0,6,2,2,2018-19
7337,12,62679.0,Humboldt,Arcata Elementary,1206,41,21,2,1.7,4,21,3,6,2,5,2018-19
7338,12,62687.0,Humboldt,Northern Humboldt Union High,1860,183,125,24,6.7,4,58,8,74,31,8,2018-19
7339,12,62695.0,Humboldt,Big Lagoon Union Elementary,21,0,0,0,0.0,0,0,0,0,0,0,2018-19
7340,12,62703.0,Humboldt,Blue Lake Union Elementary,174,0,0,0,0.0,0,0,0,0,0,0,2018-19
7341,12,62729.0,Humboldt,Bridgeville Elementary,37,1,1,0,2.7,0,1,0,0,0,0,2018-19
7342,12,62737.0,Humboldt,Cuddeback Union Elementary,152,0,0,0,0.0,0,0,0,0,0,0,2018-19
7343,12,62745.0,Humboldt,Cutten Elementary,626,5,5,0,0.8,2,3,0,0,0,0,2018-19
7344,12,62794.0,Humboldt,Fieldbrook Elementary,147,0,0,0,0.0,0,0,0,0,0,0,2018-19
7345,12,62810.0,Humboldt,Fortuna Union High,1154,236,149,35,12.9,11,97,2,61,60,5,2018-19
7346,12,62828.0,Humboldt,Freshwater Elementary,365,4,4,0,1.1,1,1,1,0,0,1,2018-19
7347,12,62836.0,Humboldt,Garfield Elementary,67,0,0,0,0.0,0,0,0,0,0,0,2018-19
7348,12,62851.0,Humboldt,Green Point Elementary,20,0,0,0,0.0,0,0,0,0,0,0,2018-19
7349,12,62885.0,Humboldt,Hydesville Elementary,203,7,4,1,2.0,0,5,0,0,1,1,2018-19
7350,12,62893.0,Humboldt,Jacoby Creek Elementary,480,1,1,0,0.2,1,0,0,0,0,0,2018-19
7351,12,62901.0,Humboldt,Klamath-Trinity Joint Unified,1084,337,188,82,17.3,13,154,2,50,110,8,2018-19
7352,12,62919.0,Humboldt,Kneeland Elementary,14,0,0,0,0.0,0,0,0,0,0,0,2018-19
7353,12,62927.0,Humboldt,Loleta Union Elementary,139,76,33,0,23.7,1,70,0,0,0,5,2018-19
7354,12,62935.0,Humboldt,Maple Creek Elementary,*,*,*,*,*,*,*,*,*,*,*,2018-19
7355,12,62950.0,Humboldt,McKinleyville Union Elementary,1215,138,53,2,4.4,42,88,1,1,2,4,2018-19
7356,12,62968.0,Humboldt,Orick Elementary,28,16,6,3,21.4,3,7,1,0,5,0,2018-19
7357,12,62976.0,Humboldt,Pacific Union Elementary,644,26,15,1,2.3,1,18,3,2,1,1,2018-19
7358,12,62984.0,Humboldt,Peninsula Union ,47,7,5,3,10.6,0,3,0,0,4,0,2018-19
7359,12,63008.0,Humboldt,Rio Dell Elementary,344,36,18,5,5.2,1,11,0,15,8,1,2018-19
7360,12,63024.0,Humboldt,Scotia Union Elementary,197,6,6,0,3.0,0,5,0,1,0,0,2018-19
7361,12,63032.0,Humboldt,South Bay Union Elementary,1052,17,10,0,1.0,1,13,1,2,0,0,2018-19
7362,12,63040.0,Humboldt,Southern Humboldt Joint Unified,832,151,84,34,10.1,14,46,4,30,49,8,2018-19
7363,12,63057.0,Humboldt,Trinidad Union Elementary,213,5,5,0,2.3,0,2,1,1,0,1,2018-19
7364,12,75374.0,Humboldt,Ferndale Unified,507,13,10,1,2.0,5,5,1,1,1,0,2018-19
7365,12,75382.0,Humboldt,Mattole Unified,57,0,0,0,0.0,0,0,0,0,0,0,2018-19
7366,12,75515.0,Humboldt,Eureka City Schools,4126,483,256,28,6.2,75,262,8,74,44,20,2018-19
7367,12,76802.0,Humboldt,Fortuna Elementary,1437,77,46,3,3.2,3,60,3,3,4,4,2018-19
7368,13,10132.0,Imperial,Imperial County Office of Education,1179,13,13,0,1.1,1,9,1,2,0,0,2018-19
7369,13,63073.0,Imperial,Brawley Elementary,4269,487,280,116,6.6,31,174,22,38,213,9,2018-19
7370,13,63081.0,Imperial,Brawley Union High,2035,296,208,88,10.2,12,81,8,81,112,2,2018-19
7371,13,63099.0,Imperial,Calexico Unified,9718,873,483,91,5.0,91,360,28,249,129,16,2018-19
7372,13,63107.0,Imperial,Calipatria Unified,1223,68,59,18,4.8,1,36,0,10,20,1,2018-19
7373,13,63115.0,Imperial,Central Union High,4346,197,154,5,3.5,19,73,6,87,6,6,2018-19
7374,13,63123.0,Imperial,El Centro Elementary,6088,117,95,4,1.6,18,73,7,12,4,3,2018-19
7375,13,63131.0,Imperial,Heber Elementary,1342,19,19,0,1.4,13,2,3,1,0,0,2018-19
7376,13,63149.0,Imperial,Holtville Unified,1662,101,79,11,4.8,7,59,5,8,12,10,2018-19
7377,13,63164.0,Imperial,Imperial Unified,4455,348,248,116,5.6,40,80,6,53,161,8,2018-19
7378,13,63172.0,Imperial,Magnolia Union Elementary,142,0,0,0,0.0,0,0,0,0,0,0,2018-19
7379,13,63180.0,Imperial,McCabe Union Elementary,1420,31,23,8,1.6,0,21,0,2,8,0,2018-19
7380,13,63198.0,Imperial,Meadows Union Elementary,517,12,11,0,2.1,9,1,1,0,0,1,2018-19
7381,13,63206.0,Imperial,Mulberry Elementary,82,0,0,0,0.0,0,0,0,0,0,0,2018-19
7382,13,63214.0,Imperial,San Pasqual Valley Unified,764,534,198,133,25.9,61,119,4,29,289,32,2018-19
7383,13,63222.0,Imperial,Seeley Union Elementary,421,4,4,1,1.0,0,3,0,0,1,0,2018-19
7384,13,63230.0,Imperial,Westmorland Union Elementary,452,24,20,5,4.4,0,13,1,3,5,2,2018-19
7385,14,10140.0,Inyo,Inyo County Office of Education,3453,10,10,1,0.3,7,0,0,2,1,0,2018-19
7386,14,63248.0,Inyo,Big Pine Unified,154,0,0,0,0.0,0,0,0,0,0,0,2018-19
7387,14,63271.0,Inyo,Death Valley Unified,33,0,0,0,0.0,0,0,0,0,0,0,2018-19
7388,14,63289.0,Inyo,Lone Pine Unified,334,24,21,1,6.3,0,10,1,10,1,2,2018-19
7389,14,63297.0,Inyo,Owens Valley Unified,93,0,0,0,0.0,0,0,0,0,0,0,2018-19
7390,14,63305.0,Inyo,Round Valley Joint Elementary,137,2,2,0,1.5,0,2,0,0,0,0,2018-19
7391,14,76687.0,Inyo,Bishop Unified,2078,233,147,14,7.1,43,109,11,45,17,8,2018-19
7392,15,10157.0,Kern,Kern County Office of Education,7868,450,322,5,4.1,43,343,5,42,5,12,2018-19
7393,15,63313.0,Kern,Arvin Union,3303,76,39,0,1.2,6,57,4,9,0,0,2018-19
7394,15,63321.0,Kern,Bakersfield City,33741,1013,703,73,2.1,133,638,26,90,90,36,2018-19
7395,15,63339.0,Kern,Beardsley Elementary,2254,92,66,2,2.9,40,36,2,9,2,3,2018-19
7396,15,63347.0,Kern,Belridge Elementary,38,1,1,0,2.6,0,1,0,0,0,0,2018-19
7397,15,63354.0,Kern,Blake Elementary,14,0,0,0,0.0,0,0,0,0,0,0,2018-19
7398,15,63362.0,Kern,Panama-Buena Vista Union,19920,887,634,0,3.2,55,661,63,63,0,45,2018-19
7399,15,63370.0,Kern,Buttonwillow Union Elementary,372,7,7,0,1.9,0,4,1,2,0,0,2018-19
7400,15,63388.0,Kern,Caliente Union Elementary,52,0,0,0,0.0,0,0,0,0,0,0,2018-19
7401,15,63404.0,Kern,Delano Union Elementary,7237,278,210,28,2.9,52,125,20,36,34,11,2018-19
7402,15,63412.0,Kern,Delano Joint Union High,4385,245,192,3,4.4,26,71,0,141,5,2,2018-19
7403,15,63420.0,Kern,Di Giorgio Elementary,244,6,5,0,2.0,0,4,1,1,0,0,2018-19
7404,15,63438.0,Kern,Edison Elementary,1198,22,16,1,1.3,0,14,3,2,1,2,2018-19
7405,15,63446.0,Kern,Elk Hills Elementary,214,7,7,2,3.3,1,3,1,0,2,0,2018-19
7406,15,63461.0,Kern,Fairfax Elementary,2906,91,65,14,2.2,2,60,4,8,17,0,2018-19
7407,15,63479.0,Kern,Fruitvale Elementary,3393,98,75,4,2.2,3,67,1,16,4,7,2018-19
7408,15,63487.0,Kern,General Shafter Elementary,176,0,0,0,0.0,0,0,0,0,0,0,2018-19
7409,15,63503.0,Kern,Greenfield Union,10500,382,256,35,2.4,1,257,9,58,48,9,2018-19
7410,15,63529.0,Kern,Kern High,42317,6026,3952,357,9.3,376,2786,189,2022,461,192,2018-19
7411,15,63545.0,Kern,Kernville Union Elementary,998,113,66,8,6.6,42,41,5,7,14,4,2018-19
7412,15,63552.0,Kern,Lakeside Union,1552,46,37,4,2.4,16,16,3,6,4,1,2018-19
7413,15,63560.0,Kern,Lamont Elementary,3256,46,38,4,1.2,16,9,2,14,4,1,2018-19
7414,15,63578.0,Kern,Richland Union Elementary,560,0,0,0,0.0,0,0,0,0,0,0,2018-19
7415,15,63586.0,Kern,Linns Valley-Poso Flat Union,23,0,0,0,0.0,0,0,0,0,0,0,2018-19
7416,15,63594.0,Kern,Lost Hills Union Elementary,470,19,18,0,3.8,6,0,0,13,0,0,2018-19
7417,15,63610.0,Kern,Maple Elementary,300,1,1,0,0.3,0,0,0,0,0,1,2018-19
7418,15,63628.0,Kern,Maricopa Unified,9312,58,33,6,0.4,6,25,2,11,12,2,2018-19
7419,15,63651.0,Kern,McKittrick Elementary,79,2,2,0,2.5,0,2,0,0,0,0,2018-19
7420,15,63669.0,Kern,Midway Elementary,93,0,0,0,0.0,0,0,0,0,0,0,2018-19
7421,15,63677.0,Kern,Mojave Unified,3286,292,189,21,5.8,12,217,5,15,23,20,2018-19
7422,15,63685.0,Kern,Muroc Joint Unified,1998,149,108,45,5.4,14,48,4,11,61,11,2018-19
7423,15,63693.0,Kern,Norris Elementary,4342,113,87,1,2.0,8,96,0,4,2,3,2018-19
7424,15,63719.0,Kern,Pond Union Elementary,211,0,0,0,0.0,0,0,0,0,0,0,2018-19
7425,15,63750.0,Kern,Rosedale Union Elementary,6129,101,73,7,1.2,21,55,1,15,9,0,2018-19
7426,15,63768.0,Kern,Semitropic Elementary,224,0,0,0,0.0,0,0,0,0,0,0,2018-19
7427,15,63776.0,Kern,Southern Kern Unified,3943,459,281,100,7.1,232,54,9,18,134,12,2018-19
7428,15,63784.0,Kern,South Fork Union,280,4,4,0,1.4,2,1,0,1,0,0,2018-19
7429,15,63792.0,Kern,Standard Elementary,3541,334,180,44,5.1,61,150,6,44,54,19,2018-19
7430,15,63800.0,Kern,Taft City,2538,166,117,20,4.6,10,95,4,35,21,1,2018-19
7431,15,63818.0,Kern,Taft Union High,1083,128,89,20,8.2,13,58,0,28,26,3,2018-19
7432,15,63826.0,Kern,Tehachapi Unified,4603,247,164,16,3.6,42,106,16,58,17,8,2018-19
7433,15,63834.0,Kern,Vineland Elementary,769,39,22,5,2.9,16,14,0,3,5,1,2018-19
7434,15,63842.0,Kern,Wasco Union Elementary,3843,45,31,4,0.8,2,28,1,8,6,0,2018-19
7435,15,63859.0,Kern,Wasco Union High,1955,14,13,2,0.7,0,3,3,6,2,0,2018-19
7436,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,1155,43,32,2,2.8,13,24,0,4,2,0,2018-19
7437,15,73742.0,Kern,Sierra Sands Unified,5464,693,387,101,7.1,90,255,17,148,162,21,2018-19
7438,15,73908.0,Kern,McFarland Unified,3640,154,107,14,2.9,11,67,6,46,18,6,2018-19
7439,15,75168.0,Kern,El Tejon Unified,813,110,81,25,10.0,4,39,1,38,27,1,2018-19
7440,15,75630.0,Kern,SBE - Ridgecrest Charter,569,13,13,3,2.3,1,9,0,0,3,0,2018-19
7441,16,10165.0,Kings,Kings County Office of Education,515,95,48,5,9.3,15,67,1,3,6,3,2018-19
7442,16,63875.0,Kings,Armona Union Elementary,1941,58,48,9,2.5,3,17,5,19,14,0,2018-19
7443,16,63883.0,Kings,Central Union Elementary,2041,65,38,9,1.9,2,43,1,6,13,0,2018-19
7444,16,63891.0,Kings,Corcoran Joint Unified,3550,232,190,4,5.4,92,43,23,66,5,3,2018-19
7445,16,63917.0,Kings,Hanford Elementary,6503,313,176,32,2.7,8,234,3,15,42,11,2018-19
7446,16,63925.0,Kings,Hanford Joint Union High,4088,404,295,15,7.2,23,223,9,123,16,10,2018-19
7447,16,63933.0,Kings,Island Union Elementary,452,7,6,5,1.3,0,1,0,0,6,0,2018-19
7448,16,63941.0,Kings,Kings River-Hardwick Union Elementary,842,1,1,1,0.1,0,0,0,0,1,0,2018-19
7449,16,63958.0,Kings,Kit Carson Union Elementary,1780,16,11,0,0.6,4,10,2,0,0,0,2018-19
7450,16,63966.0,Kings,Lakeside Union Elementary,351,10,7,1,2.0,0,8,0,0,2,0,2018-19
7451,16,63974.0,Kings,Lemoore Union Elementary,3566,170,96,21,2.7,5,99,8,11,46,1,2018-19
7452,16,63982.0,Kings,Lemoore Union High,2367,370,242,81,10.2,2,142,2,98,113,13,2018-19
7453,16,63990.0,Kings,Pioneer Union Elementary,1679,79,47,3,2.8,7,51,4,7,5,5,2018-19
7454,16,73932.0,Kings,Reef-Sunset Unified,2817,223,157,22,5.6,22,123,9,34,29,6,2018-19
7455,17,10173.0,Lake,Lake County Office of Education,57,32,18,3,31.6,9,15,0,2,4,2,2018-19
7456,17,64014.0,Lake,Kelseyville Unified,1853,216,129,23,7.0,26,111,1,47,30,1,2018-19
7457,17,64022.0,Lake,Konocti Unified,3899,975,394,124,10.1,105,493,10,97,240,30,2018-19
7458,17,64030.0,Lake,Lakeport Unified,1600,441,187,51,11.7,33,202,9,48,138,11,2018-19
7459,17,64048.0,Lake,Lucerne Elementary,307,18,14,0,4.6,0,10,1,6,0,1,2018-19
7460,17,64055.0,Lake,Middletown Unified,1915,35,30,5,1.6,9,9,1,10,5,1,2018-19
7461,17,76976.0,Lake,Upper Lake Unified,912,85,55,7,6.0,9,34,2,25,13,2,2018-19
7462,18,10181.0,Lassen,Lassen County Office of Education,52,0,0,0,0.0,0,0,0,0,0,0,2018-19
7463,18,64089.0,Lassen,Big Valley Joint Unified,146,19,11,2,7.5,2,10,2,2,3,0,2018-19
7464,18,64105.0,Lassen,Janesville Union Elementary,405,21,13,0,3.2,3,16,0,2,0,0,2018-19
7465,18,64113.0,Lassen,Johnstonville Elementary,214,1,1,0,0.5,0,1,0,0,0,0,2018-19
7466,18,64139.0,Lassen,Lassen Union High,856,157,99,25,11.6,0,49,9,55,37,7,2018-19
7467,18,64162.0,Lassen,Ravendale-Termo Elementary,496,2,2,0,0.4,0,2,0,0,0,0,2018-19
7468,18,64170.0,Lassen,Richmond Elementary,229,1,1,1,0.4,0,0,0,0,1,0,2018-19
7469,18,64188.0,Lassen,Shaffer Union Elementary,222,46,33,3,14.9,3,35,1,0,3,4,2018-19
7470,18,64196.0,Lassen,Susanville Elementary,1256,107,71,8,5.7,12,70,3,9,10,3,2018-19
7471,18,64204.0,Lassen,Westwood Unified,216,22,15,0,6.9,11,9,0,1,0,1,2018-19
7472,18,75036.0,Lassen,Fort Sage Unified,361,44,29,6,8.0,8,22,0,3,7,4,2018-19
7473,19,10199.0,Los Angeles,Los Angeles County Office of Education,12136,4160,1401,493,11.5,449,2137,11,116,1047,400,2018-19
7474,19,64212.0,Los Angeles,ABC Unified,21184,468,339,52,1.6,48,254,20,47,63,36,2018-19
7475,19,64246.0,Los Angeles,Antelope Valley Union High,24340,3025,1934,198,7.9,162,1667,73,731,295,97,2018-19
7476,19,64261.0,Los Angeles,Arcadia Unified,9686,138,121,1,1.2,14,83,2,28,1,10,2018-19
7477,19,64279.0,Los Angeles,Azusa Unified,8690,364,257,22,3.0,80,152,18,76,30,8,2018-19
7478,19,64287.0,Los Angeles,Baldwin Park Unified,24656,675,453,100,1.8,15,294,23,159,167,17,2018-19
7479,19,64295.0,Los Angeles,Bassett Unified,3716,135,101,10,2.7,5,65,11,40,10,4,2018-19
7480,19,64303.0,Los Angeles,Bellflower Unified,12356,1351,714,318,5.8,17,467,7,154,674,32,2018-19
7481,19,64311.0,Los Angeles,Beverly Hills Unified,3930,240,172,37,4.4,41,104,3,34,48,10,2018-19
7482,19,64329.0,Los Angeles,Bonita Unified,10657,667,414,60,3.9,20,346,15,172,90,24,2018-19
7483,19,64337.0,Los Angeles,Burbank Unified,15689,606,429,6,2.7,35,379,17,150,6,19,2018-19
7484,19,64345.0,Los Angeles,Castaic Union,2135,26,23,6,1.1,3,12,0,3,7,1,2018-19
7485,19,64352.0,Los Angeles,Centinela Valley Union High,10971,285,245,0,2.2,76,134,19,40,0,16,2018-19
7486,19,64378.0,Los Angeles,Charter Oak Unified,4875,202,119,40,2.4,14,72,3,37,67,9,2018-19
7487,19,64394.0,Los Angeles,Claremont Unified,7137,189,145,9,2.0,31,60,1,78,12,7,2018-19
7488,19,64436.0,Los Angeles,Covina-Valley Unified,12391,371,279,11,2.3,2,195,16,124,12,22,2018-19
7489,19,64444.0,Los Angeles,Culver City Unified,7284,155,118,1,1.6,16,59,4,74,1,1,2018-19
7490,19,64451.0,Los Angeles,Downey Unified,22942,1088,773,118,3.4,83,462,34,322,141,46,2018-19
7491,19,64469.0,Los Angeles,Duarte Unified,6188,171,137,14,2.2,49,61,4,36,15,6,2018-19
7492,19,64477.0,Los Angeles,Eastside Union Elementary,3741,478,284,20,7.6,123,300,10,5,24,16,2018-19
7493,19,64485.0,Los Angeles,East Whittier City Elementary,8916,322,234,31,2.6,29,173,23,54,38,5,2018-19
7494,19,64501.0,Los Angeles,El Monte City,8492,59,50,6,0.6,4,30,4,10,6,5,2018-19
7495,19,64519.0,Los Angeles,El Monte Union High,9083,315,248,15,2.7,32,164,15,82,16,6,2018-19
7496,19,64527.0,Los Angeles,El Rancho Unified,8903,326,258,12,2.9,18,150,11,121,13,13,2018-19
7497,19,64535.0,Los Angeles,El Segundo Unified,3515,54,39,4,1.1,8,26,4,10,4,2,2018-19
7498,19,64550.0,Los Angeles,Garvey Elementary,4871,71,49,3,1.0,4,51,4,7,3,2,2018-19
7499,19,64568.0,Los Angeles,Glendale Unified,26568,975,664,105,2.5,164,421,24,186,134,46,2018-19
7500,19,64576.0,Los Angeles,Glendora Unified,7385,182,139,13,1.9,22,84,7,49,17,3,2018-19
7501,19,64584.0,Los Angeles,Gorman Joint,1654,2,2,0,0.1,2,0,0,0,0,0,2018-19
7502,19,64592.0,Los Angeles,Hawthorne,8563,57,48,0,0.6,7,40,2,3,0,5,2018-19
7503,19,64600.0,Los Angeles,Hermosa Beach City Elementary,1385,25,18,0,1.3,2,8,1,14,0,0,2018-19
7504,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,211,3,3,0,1.4,0,0,0,3,0,0,2018-19
7505,19,64634.0,Los Angeles,Inglewood Unified,12516,365,304,26,2.4,12,220,14,72,27,20,2018-19
7506,19,64642.0,Los Angeles,Keppel Union Elementary,3734,180,123,6,3.3,11,115,4,29,7,14,2018-19
7507,19,64659.0,Los Angeles,La Canada Unified,4183,53,45,9,1.1,2,9,3,22,9,8,2018-19
7508,19,64667.0,Los Angeles,Lancaster Elementary,17216,1648,901,99,5.2,14,1401,20,49,131,33,2018-19
7509,19,64683.0,Los Angeles,Las Virgenes Unified,11431,112,93,7,0.8,12,64,8,18,9,1,2018-19
7510,19,64691.0,Los Angeles,Lawndale Elementary,6061,112,85,12,1.4,16,60,2,15,14,5,2018-19
7511,19,64709.0,Los Angeles,Lennox,7480,258,212,34,2.8,43,107,22,35,36,15,2018-19
7512,19,64717.0,Los Angeles,Little Lake City Elementary,4550,64,56,4,1.2,1,43,2,12,4,2,2018-19
7513,19,64725.0,Los Angeles,Long Beach Unified,76554,3892,2732,364,3.6,471,2216,133,473,429,170,2018-19
7514,19,64733.0,Los Angeles,Los Angeles Unified,630838,5096,4116,169,0.7,840,2605,271,998,181,201,2018-19
7515,19,64758.0,Los Angeles,Los Nietos,1672,74,59,3,3.5,10,48,7,5,3,1,2018-19
7516,19,64766.0,Los Angeles,Lowell Joint,3362,135,85,30,2.5,0,71,2,17,41,4,2018-19
7517,19,64774.0,Los Angeles,Lynwood Unified,14413,560,449,40,3.1,19,279,51,150,43,18,2018-19
7518,19,64790.0,Los Angeles,Monrovia Unified,5632,288,218,22,3.9,35,117,14,85,25,12,2018-19
7519,19,64808.0,Los Angeles,Montebello Unified,26643,1066,795,13,3.0,115,445,68,365,15,58,2018-19
7520,19,64816.0,Los Angeles,Mountain View Elementary,6765,168,121,17,1.8,11,104,4,25,18,6,2018-19
7521,19,64832.0,Los Angeles,Newhall,6818,75,53,0,0.8,14,49,9,3,0,0,2018-19
7522,19,64840.0,Los Angeles,Norwalk-La Mirada Unified,18153,1002,695,37,3.8,178,444,25,295,47,13,2018-19
7523,19,64857.0,Los Angeles,Palmdale Elementary,25209,3139,1731,325,6.9,70,2198,65,195,451,160,2018-19
7524,19,64865.0,Los Angeles,Palos Verdes Peninsula Unified,11480,187,152,1,1.3,37,68,2,72,1,7,2018-19
7525,19,64873.0,Los Angeles,Paramount Unified,15622,521,399,80,2.6,19,270,32,96,93,11,2018-19
7526,19,64881.0,Los Angeles,Pasadena Unified,18871,1606,863,5,4.6,196,1027,21,189,6,167,2018-19
7527,19,64907.0,Los Angeles,Pomona Unified,24875,1671,935,382,3.8,143,435,43,279,725,46,2018-19
7528,19,64931.0,Los Angeles,Rosemead Elementary,2525,70,59,5,2.3,24,14,9,11,7,5,2018-19
7529,19,64964.0,Los Angeles,San Marino Unified,3057,25,21,0,0.7,5,12,1,7,0,0,2018-19
7530,19,64980.0,Los Angeles,Santa Monica-Malibu Unified,10880,258,215,14,2.0,51,90,6,91,16,4,2018-19
7531,19,64998.0,Los Angeles,Saugus Union,10194,42,37,2,0.4,1,37,1,0,2,1,2018-19
7532,19,65029.0,Los Angeles,South Pasadena Unified,5009,85,61,7,1.2,4,55,2,16,7,1,2018-19
7533,19,65037.0,Los Angeles,South Whittier Elementary,2867,98,59,9,2.1,53,10,1,22,12,0,2018-19
7534,19,65045.0,Los Angeles,Sulphur Springs Union,5621,77,54,6,1.0,16,36,9,2,8,6,2018-19
7535,19,65052.0,Los Angeles,Temple City Unified,5831,77,69,1,1.2,4,56,3,7,1,6,2018-19
7536,19,65060.0,Los Angeles,Torrance Unified,24038,698,535,43,2.2,32,375,27,187,58,19,2018-19
7537,19,65078.0,Los Angeles,Valle Lindo Elementary,1138,26,20,1,1.8,7,10,3,5,1,0,2018-19
