,Academic Year,County Code,District Code,County Name,District Name,Charter School,DASS,Reporting Category,Cumulative Enrollment,Homeless Student Enrollment,Temporarily Doubled Up,Temporary Shelters,Hotels/Motels,Temporarily Unsheltered,Missing/Unknown,Temporarily Doubled Up (percent),Temporary Shelters (percent),Hotels/Motels (percent),Temporarily Unsheltered (percent),Missing/Unknown (percent)
641,2019-20,37,77099.0,San Diego,SBE - Grossmont Secondary,All,All,TA,669,30,22,1,6,1,0,73.3,3.3,20.0,3.3,0.0
642,2019-20,37,77107.0,San Diego,SBE - Sweetwater Secondary,All,All,TA,517,38,33,2,1,2,0,86.8,5.3,2.6,5.3,0.0
643,2019-20,37,77156.0,San Diego,SBE - Vista Springs Charter,All,All,TA,255,36,33,1,1,1,0,91.7,2.8,2.8,2.8,0.0
644,2019-20,37,68387.0,San Diego,Solana Beach Elementary,All,All,TA,3166,5,4,1,0,0,0,80.0,20.0,0.0,0.0,0.0
645,2019-20,37,68395.0,San Diego,South Bay Union,All,All,TA,7403,417,346,33,20,18,0,83.0,7.9,4.8,4.3,0.0
646,2019-20,37,68403.0,San Diego,Spencer Valley Elementary,All,All,TA,3751,39,17,4,12,6,0,43.6,10.3,30.8,15.4,0.0
647,2019-20,37,68411.0,San Diego,Sweetwater Union High,All,All,TA,41887,737,472,56,91,97,21,64.0,7.6,12.3,13.2,2.8
648,2019-20,37,68437.0,San Diego,Vallecitos Elementary,All,All,TA,214,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
649,2019-20,37,75614.0,San Diego,Valley Center-Pauma Unified,All,All,TA,4114,32,31,1,0,0,0,96.9,3.1,0.0,0.0,0.0
650,2019-20,37,68452.0,San Diego,Vista Unified,All,All,TA,26023,1202,1031,93,33,45,0,85.8,7.7,2.7,3.7,0.0
651,2019-20,37,75416.0,San Diego,Warner Unified,All,All,TA,2790,89,65,12,8,4,0,73.0,13.5,9.0,4.5,0.0
652,2019-20,38,10389.0,San Francisco,San Francisco County Office of Education,All,All,TA,670,34,18,12,3,0,1,52.9,35.3,8.8,0.0,2.9
653,2019-20,38,68478.0,San Francisco,San Francisco Unified,All,All,TA,71506,3515,1893,772,587,157,106,53.9,22.0,16.7,4.5,3.0
654,2019-20,38,77131.0,San Francisco,SBE - KIPP Bayview Elementary,All,All,TA,117,10,10,0,0,0,0,100.0,0.0,0.0,0.0,0.0
655,2019-20,38,77230.0,San Francisco,SBE - Mary L. Booker Leadership Academy,All,All,TA,62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
656,2019-20,38,76919.0,San Francisco,SBE - OnePurpose,All,All,TA,109,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
657,2019-20,38,76927.0,San Francisco,SBE - The New School of San Francisco,All,All,TA,290,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
658,2019-20,39,68486.0,San Joaquin,Banta Elementary,All,All,TA,920,15,9,0,5,1,0,60.0,0.0,33.3,6.7,0.0
659,2019-20,39,68502.0,San Joaquin,Escalon Unified,All,All,TA,3156,19,16,3,0,0,0,84.2,15.8,0.0,0.0,0.0
660,2019-20,39,68544.0,San Joaquin,Jefferson Elementary,All,All,TA,2391,10,7,0,3,0,0,70.0,0.0,30.0,0.0,0.0
661,2019-20,39,76760.0,San Joaquin,Lammersville Joint Unified,All,All,TA,6315,85,64,12,4,4,1,75.3,14.1,4.7,4.7,1.2
662,2019-20,39,68569.0,San Joaquin,Lincoln Unified,All,All,TA,9910,145,78,12,40,10,5,53.8,8.3,27.6,6.9,3.4
663,2019-20,39,68577.0,San Joaquin,Linden Unified,All,All,TA,2446,8,7,0,0,1,0,87.5,0.0,0.0,12.5,0.0
664,2019-20,39,68585.0,San Joaquin,Lodi Unified,All,All,TA,33029,320,201,52,55,11,1,62.8,16.3,17.2,3.4,0.3
665,2019-20,39,68593.0,San Joaquin,Manteca Unified,All,All,TA,25200,1321,1175,45,68,33,0,88.9,3.4,5.1,2.5,0.0
666,2019-20,39,68619.0,San Joaquin,New Hope Elementary,All,All,TA,199,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
667,2019-20,39,68627.0,San Joaquin,New Jerusalem Elementary,All,All,TA,6767,185,138,30,10,7,0,74.6,16.2,5.4,3.8,0.0
668,2019-20,39,68635.0,San Joaquin,Oak View Union Elementary,All,All,TA,407,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
669,2019-20,39,68650.0,San Joaquin,Ripon Unified,All,All,TA,5422,179,166,0,10,3,0,92.7,0.0,5.6,1.7,0.0
670,2019-20,39,10397.0,San Joaquin,San Joaquin County Office of Education,All,All,TA,6963,442,236,20,25,23,138,53.4,4.5,5.7,5.2,31.2
671,2019-20,39,68676.0,San Joaquin,Stockton Unified,All,All,TA,44141,1984,1432,225,256,69,2,72.2,11.3,12.9,3.5,0.1
672,2019-20,39,75499.0,San Joaquin,Tracy Joint Unified,All,All,TA,16750,809,570,177,48,13,1,70.5,21.9,5.9,1.6,0.1
673,2019-20,40,68700.0,San Luis Obispo,Atascadero Unified,All,All,TA,4816,152,111,18,17,5,1,73.0,11.8,11.2,3.3,0.7
674,2019-20,40,68726.0,San Luis Obispo,Cayucos Elementary,All,All,TA,194,12,11,0,1,0,0,91.7,0.0,8.3,0.0,0.0
675,2019-20,40,75465.0,San Luis Obispo,Coast Unified,All,All,TA,601,77,61,3,13,0,0,79.2,3.9,16.9,0.0,0.0
676,2019-20,40,68759.0,San Luis Obispo,Lucia Mar Unified,All,All,TA,10633,979,840,10,29,100,0,85.8,1.0,3.0,10.2,0.0
677,2019-20,40,75457.0,San Luis Obispo,Paso Robles Joint Unified,All,All,TA,7125,290,152,37,14,87,0,52.4,12.8,4.8,30.0,0.0
678,2019-20,40,68791.0,San Luis Obispo,Pleasant Valley Joint Union Elementary,All,All,TA,63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
679,2019-20,40,68809.0,San Luis Obispo,San Luis Coastal Unified,All,All,TA,8032,701,514,36,24,124,3,73.3,5.1,3.4,17.7,0.4
680,2019-20,40,10405.0,San Luis Obispo,San Luis Obispo County Office of Education,All,All,TA,782,126,102,1,7,12,4,81.0,0.8,5.6,9.5,3.2
681,2019-20,40,68825.0,San Luis Obispo,San Miguel Joint Union,All,All,TA,943,151,150,0,1,0,0,99.3,0.0,0.7,0.0,0.0
682,2019-20,40,68833.0,San Luis Obispo,Shandon Joint Unified,All,All,TA,310,85,84,0,0,0,1,98.8,0.0,0.0,0.0,1.2
683,2019-20,40,68841.0,San Luis Obispo,Templeton Unified,All,All,TA,2493,20,20,0,0,0,0,100.0,0.0,0.0,0.0,0.0
684,2019-20,41,68858.0,San Mateo,Bayshore Elementary,All,All,TA,408,8,5,0,0,1,2,62.5,0.0,0.0,12.5,25.0
685,2019-20,41,68866.0,San Mateo,Belmont-Redwood Shores Elementary,All,All,TA,4415,7,5,0,0,0,2,71.4,0.0,0.0,0.0,28.6
686,2019-20,41,68874.0,San Mateo,Brisbane Elementary,All,All,TA,493,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
687,2019-20,41,68882.0,San Mateo,Burlingame Elementary,All,All,TA,3628,11,1,7,0,3,0,9.1,63.6,0.0,27.3,0.0
688,2019-20,41,68890.0,San Mateo,Cabrillo Unified,All,All,TA,3182,44,35,6,0,3,0,79.5,13.6,0.0,6.8,0.0
689,2019-20,41,68908.0,San Mateo,Hillsborough City Elementary,All,All,TA,1314,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
690,2019-20,41,68916.0,San Mateo,Jefferson Elementary,All,All,TA,7192,104,81,18,2,3,0,77.9,17.3,1.9,2.9,0.0
691,2019-20,41,68924.0,San Mateo,Jefferson Union High,All,All,TA,4967,53,34,14,3,2,0,64.2,26.4,5.7,3.8,0.0
692,2019-20,41,68940.0,San Mateo,La Honda-Pescadero Unified,All,All,TA,320,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
693,2019-20,41,68957.0,San Mateo,Las Lomitas Elementary,All,All,TA,1244,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0
694,2019-20,41,68965.0,San Mateo,Menlo Park City Elementary,All,All,TA,2968,3,1,2,0,0,0,33.3,66.7,0.0,0.0,0.0
695,2019-20,41,68973.0,San Mateo,Millbrae Elementary,All,All,TA,2415,17,16,0,1,0,0,94.1,0.0,5.9,0.0,0.0
696,2019-20,41,68932.0,San Mateo,Pacifica,All,All,TA,3183,20,9,10,1,0,0,45.0,50.0,5.0,0.0,0.0
697,2019-20,41,68981.0,San Mateo,Portola Valley Elementary,All,All,TA,558,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
698,2019-20,41,68999.0,San Mateo,Ravenswood City Elementary,All,All,TA,3453,837,816,17,1,3,0,97.5,2.0,0.1,0.4,0.0
699,2019-20,41,69005.0,San Mateo,Redwood City Elementary,All,All,TA,8752,137,100,29,5,3,0,73.0,21.2,3.6,2.2,0.0
700,2019-20,41,69013.0,San Mateo,San Bruno Park Elementary,All,All,TA,2515,3,0,3,0,0,0,0.0,100.0,0.0,0.0,0.0
701,2019-20,41,69021.0,San Mateo,San Carlos Elementary,All,All,TA,3457,9,5,4,0,0,0,55.6,44.4,0.0,0.0,0.0
702,2019-20,41,10413.0,San Mateo,San Mateo County Office of Education,All,All,TA,562,12,2,4,2,2,2,16.7,33.3,16.7,16.7,16.7
703,2019-20,41,69047.0,San Mateo,San Mateo Union High,All,All,TA,10042,38,21,10,6,1,0,55.3,26.3,15.8,2.6,0.0
704,2019-20,41,69039.0,San Mateo,San Mateo-Foster City,All,All,TA,11950,347,280,53,13,1,0,80.7,15.3,3.7,0.3,0.0
705,2019-20,41,69062.0,San Mateo,Sequoia Union High,All,All,TA,10561,41,28,6,3,4,0,68.3,14.6,7.3,9.8,0.0
706,2019-20,41,69070.0,San Mateo,South San Francisco Unified,All,All,TA,8643,47,27,11,6,2,1,57.4,23.4,12.8,4.3,2.1
707,2019-20,41,69088.0,San Mateo,Woodside Elementary,All,All,TA,386,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
708,2019-20,42,69104.0,Santa Barbara,Ballard Elementary,All,All,TA,146,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
709,2019-20,42,69112.0,Santa Barbara,Blochman Union Elementary,All,All,TA,1522,21,13,7,1,0,0,61.9,33.3,4.8,0.0,0.0
710,2019-20,42,69138.0,Santa Barbara,Buellton Union Elementary,All,All,TA,668,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
711,2019-20,42,69146.0,Santa Barbara,Carpinteria Unified,All,All,TA,2216,42,42,0,0,0,0,100.0,0.0,0.0,0.0,0.0
712,2019-20,42,69161.0,Santa Barbara,Cold Spring Elementary,All,All,TA,171,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
713,2019-20,42,69179.0,Santa Barbara,College Elementary,All,All,TA,397,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
714,2019-20,42,75010.0,Santa Barbara,Cuyama Joint Unified,All,All,TA,307,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
715,2019-20,42,69195.0,Santa Barbara,Goleta Union Elementary,All,All,TA,3743,44,40,1,2,1,0,90.9,2.3,4.5,2.3,0.0
716,2019-20,42,69203.0,Santa Barbara,Guadalupe Union Elementary,All,All,TA,1339,130,128,0,2,0,0,98.5,0.0,1.5,0.0,0.0
717,2019-20,42,69211.0,Santa Barbara,Hope Elementary,All,All,TA,968,8,2,6,0,0,0,25.0,75.0,0.0,0.0,0.0
718,2019-20,42,69229.0,Santa Barbara,Lompoc Unified,All,All,TA,10553,550,493,28,24,5,0,89.6,5.1,4.4,0.9,0.0
719,2019-20,42,69245.0,Santa Barbara,Los Olivos Elementary,All,All,TA,150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
720,2019-20,42,69252.0,Santa Barbara,Montecito Union Elementary,All,All,TA,392,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
721,2019-20,42,69260.0,Santa Barbara,Orcutt Union Elementary,All,All,TA,5272,88,67,11,1,7,2,76.1,12.5,1.1,8.0,2.3
722,2019-20,42,10421.0,Santa Barbara,Santa Barbara County Office of Education,All,All,TA,361,74,63,4,2,2,3,85.1,5.4,2.7,2.7,4.1
723,2019-20,42,76786.0,Santa Barbara,Santa Barbara Unified,All,All,TA,14870,1943,1814,82,13,34,0,93.4,4.2,0.7,1.7,0.0
724,2019-20,42,69310.0,Santa Barbara,Santa Maria Joint Union High,All,All,TA,8985,1313,1278,14,10,10,1,97.3,1.1,0.8,0.8,0.1
725,2019-20,42,69120.0,Santa Barbara,Santa Maria-Bonita,All,All,TA,17426,3655,3568,42,24,18,3,97.6,1.1,0.7,0.5,0.1
726,2019-20,42,69328.0,Santa Barbara,Santa Ynez Valley Union High,All,All,TA,925,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
727,2019-20,42,76950.0,Santa Barbara,SBE - Olive Grove Charter,All,All,TA,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
728,2019-20,42,77214.0,Santa Barbara,SBE - Olive Grove Charter - Buellton,All,All,TA,90,2,1,0,1,0,0,50.0,0.0,50.0,0.0,0.0
729,2019-20,42,77206.0,Santa Barbara,SBE - Olive Grove Charter - Lompoc,All,All,TA,225,11,10,0,1,0,0,90.9,0.0,9.1,0.0,0.0
730,2019-20,42,77198.0,Santa Barbara,SBE - Olive Grove Charter - Orcutt/Santa Maria,All,All,TA,429,6,3,2,0,1,0,50.0,33.3,0.0,16.7,0.0
731,2019-20,42,77222.0,Santa Barbara,SBE - Olive Grove Charter - Santa Barbara,All,All,TA,266,3,2,1,0,0,0,66.7,33.3,0.0,0.0,0.0
732,2019-20,42,69336.0,Santa Barbara,Solvang Elementary,All,All,TA,662,5,4,0,0,1,0,80.0,0.0,0.0,20.0,0.0
733,2019-20,42,69344.0,Santa Barbara,Vista del Mar Union,All,All,TA,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
734,2019-20,43,69369.0,Santa Clara,Alum Rock Union Elementary,All,All,TA,11030,169,120,30,9,10,0,71.0,17.8,5.3,5.9,0.0
735,2019-20,43,69377.0,Santa Clara,Berryessa Union Elementary,All,All,TA,7070,24,17,5,0,1,1,70.8,20.8,0.0,4.2,4.2
736,2019-20,43,69385.0,Santa Clara,Cambrian,All,All,TA,3436,7,4,1,2,0,0,57.1,14.3,28.6,0.0,0.0
737,2019-20,43,69393.0,Santa Clara,Campbell Union,All,All,TA,7259,44,18,13,5,8,0,40.9,29.5,11.4,18.2,0.0
738,2019-20,43,69401.0,Santa Clara,Campbell Union High,All,All,TA,8848,39,34,1,1,2,1,87.2,2.6,2.6,5.1,2.6
739,2019-20,43,69419.0,Santa Clara,Cupertino Union,All,All,TA,17449,13,5,4,1,3,0,38.5,30.8,7.7,23.1,0.0
740,2019-20,43,69427.0,Santa Clara,East Side Union High,All,All,TA,28247,770,602,121,18,23,6,78.2,15.7,2.3,3.0,0.8
741,2019-20,43,69435.0,Santa Clara,Evergreen Elementary,All,All,TA,10741,37,23,6,5,3,0,62.2,16.2,13.5,8.1,0.0
742,2019-20,43,69450.0,Santa Clara,Franklin-McKinley Elementary,All,All,TA,10247,156,136,13,3,1,3,87.2,8.3,1.9,0.6,1.9
743,2019-20,43,69468.0,Santa Clara,Fremont Union High,All,All,TA,11252,34,18,11,4,1,0,52.9,32.4,11.8,2.9,0.0
744,2019-20,43,69484.0,Santa Clara,Gilroy Unified,All,All,TA,12252,263,170,25,28,15,25,64.6,9.5,10.6,5.7,9.5
745,2019-20,43,69492.0,Santa Clara,Lakeside Joint,All,All,TA,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
746,2019-20,43,69500.0,Santa Clara,Loma Prieta Joint Union Elementary,All,All,TA,497,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
747,2019-20,43,69518.0,Santa Clara,Los Altos Elementary,All,All,TA,4136,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
748,2019-20,43,69526.0,Santa Clara,Los Gatos Union Elementary,All,All,TA,3065,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
749,2019-20,43,69534.0,Santa Clara,Los Gatos-Saratoga Union High,All,All,TA,3584,3,2,0,0,1,0,66.7,0.0,0.0,33.3,0.0
750,2019-20,43,69542.0,Santa Clara,Luther Burbank,All,All,TA,533,10,5,5,0,0,0,50.0,50.0,0.0,0.0,0.0
751,2019-20,43,73387.0,Santa Clara,Milpitas Unified,All,All,TA,10684,365,317,25,15,8,0,86.8,6.8,4.1,2.2,0.0
752,2019-20,43,69575.0,Santa Clara,Moreland,All,All,TA,4842,8,6,2,0,0,0,75.0,25.0,0.0,0.0,0.0
753,2019-20,43,69583.0,Santa Clara,Morgan Hill Unified,All,All,TA,9459,685,454,72,12,147,0,66.3,10.5,1.8,21.5,0.0
754,2019-20,43,69617.0,Santa Clara,Mount Pleasant Elementary,All,All,TA,2185,25,21,2,2,0,0,84.0,8.0,8.0,0.0,0.0
755,2019-20,43,69591.0,Santa Clara,Mountain View Whisman,All,All,TA,5276,175,143,10,3,19,0,81.7,5.7,1.7,10.9,0.0
756,2019-20,43,69609.0,Santa Clara,Mountain View-Los Altos Union High,All,All,TA,4670,55,39,13,0,3,0,70.9,23.6,0.0,5.5,0.0
757,2019-20,43,69625.0,Santa Clara,Oak Grove Elementary,All,All,TA,10239,50,24,15,7,4,0,48.0,30.0,14.0,8.0,0.0
758,2019-20,43,69633.0,Santa Clara,Orchard Elementary,All,All,TA,921,9,0,3,6,0,0,0.0,33.3,66.7,0.0,0.0
759,2019-20,43,69641.0,Santa Clara,Palo Alto Unified,All,All,TA,12023,54,16,20,11,5,2,29.6,37.0,20.4,9.3,3.7
760,2019-20,43,69666.0,Santa Clara,San Jose Unified,All,All,TA,31330,338,225,47,24,41,1,66.6,13.9,7.1,12.1,0.3
761,2019-20,43,10439.0,Santa Clara,Santa Clara County Office of Education,All,All,TA,13233,178,116,41,10,7,4,65.2,23.0,5.6,3.9,2.2
762,2019-20,43,69674.0,Santa Clara,Santa Clara Unified,All,All,TA,15911,155,104,26,18,7,0,67.1,16.8,11.6,4.5,0.0
763,2019-20,43,69682.0,Santa Clara,Saratoga Union Elementary,All,All,TA,1764,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
764,2019-20,43,77149.0,Santa Clara,SBE - KIPP Navigate College Prep,All,All,TA,173,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
765,2019-20,43,77115.0,Santa Clara,SBE - Perseverance Preparatory,All,All,TA,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
766,2019-20,43,69690.0,Santa Clara,Sunnyvale,All,All,TA,6641,40,8,26,0,6,0,20.0,65.0,0.0,15.0,0.0
767,2019-20,43,69708.0,Santa Clara,Union Elementary,All,All,TA,6051,8,8,0,0,0,0,100.0,0.0,0.0,0.0,0.0
768,2019-20,44,69732.0,Santa Cruz,Bonny Doon Union Elementary,All,All,TA,145,9,9,0,0,0,0,100.0,0.0,0.0,0.0,0.0
769,2019-20,44,69757.0,Santa Cruz,Happy Valley Elementary,All,All,TA,119,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
770,2019-20,44,69765.0,Santa Cruz,Live Oak Elementary,All,All,TA,1885,273,260,12,0,1,0,95.2,4.4,0.0,0.4,0.0
771,2019-20,44,69773.0,Santa Cruz,Mountain Elementary,All,All,TA,154,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
772,2019-20,44,69781.0,Santa Cruz,Pacific Elementary,All,All,TA,121,19,18,1,0,0,0,94.7,5.3,0.0,0.0,0.0
773,2019-20,44,69799.0,Santa Cruz,Pajaro Valley Unified,All,All,TA,20372,2865,2668,103,11,83,0,93.1,3.6,0.4,2.9,0.0
774,2019-20,44,69807.0,Santa Cruz,San Lorenzo Valley Unified,All,All,TA,5760,62,49,11,0,2,0,79.0,17.7,0.0,3.2,0.0
775,2019-20,44,69815.0,Santa Cruz,Santa Cruz City Elementary,All,All,TA,2023,26,12,11,0,3,0,46.2,42.3,0.0,11.5,0.0
776,2019-20,44,69823.0,Santa Cruz,Santa Cruz City High,All,All,TA,4731,37,26,7,1,3,0,70.3,18.9,2.7,8.1,0.0
777,2019-20,44,10447.0,Santa Cruz,Santa Cruz County Office of Education,All,All,TA,2120,28,19,3,2,4,0,67.9,10.7,7.1,14.3,0.0
778,2019-20,44,77248.0,Santa Cruz,SBE - Watsonville Prep,All,All,TA,198,7,3,4,0,0,0,42.9,57.1,0.0,0.0,0.0
779,2019-20,44,75432.0,Santa Cruz,Scotts Valley Unified,All,All,TA,2928,26,9,6,2,9,0,34.6,23.1,7.7,34.6,0.0
780,2019-20,44,69849.0,Santa Cruz,Soquel Union Elementary,All,All,TA,1948,3,2,1,0,0,0,66.7,33.3,0.0,0.0,0.0
781,2019-20,45,69856.0,Shasta,Anderson Union High,All,All,TA,1784,48,38,0,6,3,1,79.2,0.0,12.5,6.3,2.1
782,2019-20,45,69872.0,Shasta,Bella Vista Elementary,All,All,TA,369,19,14,0,5,0,0,73.7,0.0,26.3,0.0,0.0
783,2019-20,45,69880.0,Shasta,Black Butte Union Elementary,All,All,TA,262,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
784,2019-20,45,69914.0,Shasta,Cascade Union Elementary,All,All,TA,1473,62,52,2,8,0,0,83.9,3.2,12.9,0.0,0.0
785,2019-20,45,69922.0,Shasta,Castle Rock Union Elementary,All,All,TA,68,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
786,2019-20,45,69948.0,Shasta,Columbia Elementary,All,All,TA,1546,22,21,0,0,1,0,95.5,0.0,0.0,4.5,0.0
787,2019-20,45,69955.0,Shasta,Cottonwood Union Elementary,All,All,TA,1234,8,4,0,3,1,0,50.0,0.0,37.5,12.5,0.0
788,2019-20,45,69971.0,Shasta,Enterprise Elementary,All,All,TA,4133,95,55,10,27,1,2,57.9,10.5,28.4,1.1,2.1
789,2019-20,45,69989.0,Shasta,Fall River Joint Unified,All,All,TA,1264,16,13,1,1,1,0,81.3,6.3,6.3,6.3,0.0
790,2019-20,45,69997.0,Shasta,French Gulch-Whiskeytown Elementary,All,All,TA,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
791,2019-20,45,75267.0,Shasta,Gateway Unified,All,All,TA,2670,48,30,7,6,5,0,62.5,14.6,12.5,10.4,0.0
792,2019-20,45,70003.0,Shasta,Grant Elementary,All,All,TA,643,13,8,5,0,0,0,61.5,38.5,0.0,0.0,0.0
793,2019-20,45,70011.0,Shasta,Happy Valley Union Elementary,All,All,TA,563,53,52,1,0,0,0,98.1,1.9,0.0,0.0,0.0
794,2019-20,45,70029.0,Shasta,"Igo, Ono, Platina Union Elementary",All,All,TA,45,15,13,0,0,2,0,86.7,0.0,0.0,13.3,0.0
795,2019-20,45,70037.0,Shasta,Indian Springs Elementary,All,All,TA,20,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
796,2019-20,45,70045.0,Shasta,Junction Elementary,All,All,TA,350,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
797,2019-20,45,70052.0,Shasta,Millville Elementary,All,All,TA,286,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
798,2019-20,45,73700.0,Shasta,Mountain Union Elementary,All,All,TA,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
799,2019-20,45,70078.0,Shasta,North Cow Creek Elementary,All,All,TA,273,11,11,0,0,0,0,100.0,0.0,0.0,0.0,0.0
800,2019-20,45,70086.0,Shasta,Oak Run Elementary,All,All,TA,61,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
801,2019-20,45,70094.0,Shasta,Pacheco Union Elementary,All,All,TA,727,5,2,0,3,0,0,40.0,0.0,60.0,0.0,0.0
802,2019-20,45,70110.0,Shasta,Redding Elementary,All,All,TA,3535,167,106,40,18,1,2,63.5,24.0,10.8,0.6,1.2
803,2019-20,45,10454.0,Shasta,Shasta County Office of Education,All,All,TA,1087,33,28,2,2,1,0,84.8,6.1,6.1,3.0,0.0
804,2019-20,45,70128.0,Shasta,Shasta Union Elementary,All,All,TA,156,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
805,2019-20,45,70136.0,Shasta,Shasta Union High,All,All,TA,5852,82,58,9,8,7,0,70.7,11.0,9.8,8.5,0.0
806,2019-20,45,70169.0,Shasta,Whitmore Union Elementary,All,All,TA,852,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
807,2019-20,46,70177.0,Sierra,Sierra-Plumas Joint Unified,All,All,TA,443,15,13,2,0,0,0,86.7,13.3,0.0,0.0,0.0
808,2019-20,47,70185.0,Siskiyou,Big Springs Union Elementary,All,All,TA,209,14,11,0,3,0,0,78.6,0.0,21.4,0.0,0.0
809,2019-20,47,70193.0,Siskiyou,Bogus Elementary,All,All,TA,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
810,2019-20,47,73684.0,Siskiyou,Butte Valley Unified,All,All,TA,314,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
811,2019-20,47,70201.0,Siskiyou,Butteville Union Elementary,All,All,TA,198,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
812,2019-20,47,70227.0,Siskiyou,Delphic Elementary,All,All,TA,71,6,1,0,5,0,0,16.7,0.0,83.3,0.0,0.0
813,2019-20,47,70243.0,Siskiyou,Dunsmuir Elementary,All,All,TA,103,12,7,1,0,4,0,58.3,8.3,0.0,33.3,0.0
814,2019-20,47,70250.0,Siskiyou,Dunsmuir Joint Union High,All,All,TA,70,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
815,2019-20,47,70292.0,Siskiyou,Forks of Salmon Elementary,All,All,TA,9,3,0,0,0,3,0,0.0,0.0,0.0,100.0,0.0
816,2019-20,47,70318.0,Siskiyou,Gazelle Union Elementary,All,All,TA,44,2,1,0,1,0,0,50.0,0.0,50.0,0.0,0.0
817,2019-20,47,70326.0,Siskiyou,Grenada Elementary,All,All,TA,228,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
818,2019-20,47,70334.0,Siskiyou,Happy Camp Union Elementary,All,All,TA,146,8,8,0,0,0,0,100.0,0.0,0.0,0.0,0.0
819,2019-20,47,70359.0,Siskiyou,Hornbrook Elementary,All,All,TA,64,14,4,0,0,9,1,28.6,0.0,0.0,64.3,7.1
820,2019-20,47,70367.0,Siskiyou,Junction Elementary,All,All,TA,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
821,2019-20,47,70375.0,Siskiyou,Klamath River Union Elementary,All,All,TA,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
822,2019-20,47,70383.0,Siskiyou,Little Shasta Elementary,All,All,TA,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
823,2019-20,47,70409.0,Siskiyou,McCloud Union Elementary,All,All,TA,60,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
824,2019-20,47,70417.0,Siskiyou,Montague Elementary,All,All,TA,188,33,23,0,2,7,1,69.7,0.0,6.1,21.2,3.0
825,2019-20,47,70425.0,Siskiyou,Mt. Shasta Union Elementary,All,All,TA,573,14,12,0,1,1,0,85.7,0.0,7.1,7.1,0.0
826,2019-20,47,76455.0,Siskiyou,Scott Valley Unified,All,All,TA,725,39,37,2,0,0,0,94.9,5.1,0.0,0.0,0.0
827,2019-20,47,70458.0,Siskiyou,Seiad Elementary,All,All,TA,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
