,Academic Year,County Code,District Code,County Name,District Name,Charter School,DASS,Reporting Category,Cumulative Enrollment,Homeless Student Enrollment,Temporarily Doubled Up,Temporary Shelters,Hotels/Motels,Temporarily Unsheltered,Missing/Unknown,Temporarily Doubled Up (percent),Temporary Shelters (percent),Hotels/Motels (percent),Temporarily Unsheltered (percent),Missing/Unknown (percent)
3142,2022-23,7,61739.0,Contra Costa,Martinez Unified,All,All,TA,3890,43,24,11,5,3,0,55.8,25.6,11.6,7.0,0.0
3143,2022-23,7,61747.0,Contra Costa,Moraga Elementary,All,All,TA,1768,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3144,2022-23,7,61754.0,Contra Costa,Mt. Diablo Unified,All,All,TA,31320,765,639,58,38,30,0,83.5,7.6,5.0,3.9,0.0
3145,2022-23,7,61762.0,Contra Costa,Oakley Union Elementary,All,All,TA,5317,21,17,2,1,1,0,81.0,9.5,4.8,4.8,0.0
3146,2022-23,7,61770.0,Contra Costa,Orinda Union Elementary,All,All,TA,2546,8,8,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3147,2022-23,7,61788.0,Contra Costa,Pittsburg Unified,All,All,TA,11355,429,302,90,18,19,0,70.4,21.0,4.2,4.4,0.0
3148,2022-23,7,61804.0,Contra Costa,San Ramon Valley Unified,All,All,TA,30375,47,36,3,7,1,0,76.6,6.4,14.9,2.1,0.0
3149,2022-23,7,77354.0,Contra Costa,SBE - John Henry High,All,All,TA,382,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3150,2022-23,7,61812.0,Contra Costa,Walnut Creek Elementary,All,All,TA,3605,6,4,1,1,0,0,66.7,16.7,16.7,0.0,0.0
3151,2022-23,7,61796.0,Contra Costa,West Contra Costa Unified,All,All,TA,31287,759,541,113,59,46,0,71.3,14.9,7.8,6.1,0.0
3152,2022-23,8,10082.0,Del Norte,Del Norte County Office of Education,All,All,TA,560,40,30,2,6,2,0,75.0,5.0,15.0,5.0,0.0
3153,2022-23,8,61820.0,Del Norte,Del Norte County Unified,All,All,TA,4024,221,144,29,39,9,0,65.2,13.1,17.6,4.1,0.0
3154,2022-23,9,73783.0,El Dorado,Black Oak Mine Unified,All,All,TA,1345,86,70,10,4,2,0,81.4,11.6,4.7,2.3,0.0
3155,2022-23,9,61838.0,El Dorado,Buckeye Union Elementary,All,All,TA,10169,115,91,0,5,19,0,79.1,0.0,4.3,16.5,0.0
3156,2022-23,9,61846.0,El Dorado,Camino Union Elementary,All,All,TA,446,13,11,2,0,0,0,84.6,15.4,0.0,0.0,0.0
3157,2022-23,9,10090.0,El Dorado,El Dorado County Office of Education,All,All,TA,2293,33,23,2,4,4,0,69.7,6.1,12.1,12.1,0.0
3158,2022-23,9,61853.0,El Dorado,El Dorado Union High,All,All,TA,6906,152,115,17,14,6,0,75.7,11.2,9.2,3.9,0.0
3159,2022-23,9,61879.0,El Dorado,Gold Oak Union Elementary,All,All,TA,497,26,22,4,0,0,0,84.6,15.4,0.0,0.0,0.0
3160,2022-23,9,61887.0,El Dorado,Gold Trail Union Elementary,All,All,TA,538,25,24,0,1,0,0,96.0,0.0,4.0,0.0,0.0
3161,2022-23,9,61895.0,El Dorado,Indian Diggings Elementary,All,All,TA,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3162,2022-23,9,61903.0,El Dorado,Lake Tahoe Unified,All,All,TA,3777,135,70,7,39,19,0,51.9,5.2,28.9,14.1,0.0
3163,2022-23,9,61911.0,El Dorado,Latrobe,All,All,TA,171,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3164,2022-23,9,61929.0,El Dorado,Mother Lode Union Elementary,All,All,TA,929,63,54,3,5,1,0,85.7,4.8,7.9,1.6,0.0
3165,2022-23,9,61945.0,El Dorado,Pioneer Union,All,All,TA,317,39,17,22,0,0,0,43.6,56.4,0.0,0.0,0.0
3166,2022-23,9,61952.0,El Dorado,Placerville Union Elementary,All,All,TA,1258,86,69,12,5,0,0,80.2,14.0,5.8,0.0,0.0
3167,2022-23,9,61960.0,El Dorado,Pollock Pines Elementary,All,All,TA,655,42,36,3,2,1,0,85.7,7.1,4.8,2.4,0.0
3168,2022-23,9,61978.0,El Dorado,Rescue Union Elementary,All,All,TA,3637,46,43,1,2,0,0,93.5,2.2,4.3,0.0,0.0
3169,2022-23,9,61986.0,El Dorado,Silver Fork Elementary,All,All,TA,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3170,2022-23,10,61994.0,Fresno,Alvina Elementary,All,All,TA,193,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3171,2022-23,10,62026.0,Fresno,Big Creek Elementary,All,All,TA,28,2,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0
3172,2022-23,10,62042.0,Fresno,Burrel Union Elementary,All,All,TA,134,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3173,2022-23,10,75598.0,Fresno,Caruthers Unified,All,All,TA,1662,28,25,1,2,0,0,89.3,3.6,7.1,0.0,0.0
3174,2022-23,10,73965.0,Fresno,Central Unified,All,All,TA,16811,146,93,23,22,8,0,63.7,15.8,15.1,5.5,0.0
3175,2022-23,10,62109.0,Fresno,Clay Joint Elementary,All,All,TA,246,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3176,2022-23,10,62117.0,Fresno,Clovis Unified,All,All,TA,44591,110,57,13,38,2,0,51.8,11.8,34.5,1.8,0.0
3177,2022-23,10,62125.0,Fresno,Coalinga-Huron Unified,All,All,TA,4743,112,76,1,29,6,0,67.9,0.9,25.9,5.4,0.0
3178,2022-23,10,73809.0,Fresno,Firebaugh-Las Deltas Unified,All,All,TA,2293,23,23,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3179,2022-23,10,62158.0,Fresno,Fowler Unified,All,All,TA,2684,11,8,0,1,2,0,72.7,0.0,9.1,18.2,0.0
3180,2022-23,10,10108.0,Fresno,Fresno County Office of Education,All,All,TA,6180,161,97,33,11,20,0,60.2,20.5,6.8,12.4,0.0
3181,2022-23,10,62166.0,Fresno,Fresno Unified,All,All,TA,76639,1088,519,330,163,76,0,47.7,30.3,15.0,7.0,0.0
3182,2022-23,10,75234.0,Fresno,Golden Plains Unified,All,All,TA,1460,67,67,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3183,2022-23,10,73999.0,Fresno,Kerman Unified,All,All,TA,5584,253,243,4,3,3,0,96.0,1.6,1.2,1.2,0.0
3184,2022-23,10,62265.0,Fresno,Kings Canyon Joint Unified,All,All,TA,10095,98,61,9,25,3,0,62.2,9.2,25.5,3.1,0.0
3185,2022-23,10,62240.0,Fresno,Kingsburg Elementary Charter,All,All,TA,2292,130,118,6,4,2,0,90.8,4.6,3.1,1.5,0.0
3186,2022-23,10,62257.0,Fresno,Kingsburg Joint Union High,All,All,TA,1274,32,32,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3187,2022-23,10,62281.0,Fresno,Laton Joint Unified,All,All,TA,655,10,10,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3188,2022-23,10,75127.0,Fresno,Mendota Unified,All,All,TA,4092,341,341,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3189,2022-23,10,62323.0,Fresno,Monroe Elementary,All,All,TA,188,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3190,2022-23,10,62331.0,Fresno,Orange Center,All,All,TA,1865,37,16,4,12,5,0,43.2,10.8,32.4,13.5,0.0
3191,2022-23,10,62356.0,Fresno,Pacific Union Elementary,All,All,TA,382,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0
3192,2022-23,10,62364.0,Fresno,Parlier Unified,All,All,TA,3498,195,186,4,3,2,0,95.4,2.1,1.5,1.0,0.0
3193,2022-23,10,62372.0,Fresno,Pine Ridge Elementary,All,All,TA,75,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3194,2022-23,10,62380.0,Fresno,Raisin City Elementary,All,All,TA,730,25,14,5,6,0,0,56.0,20.0,24.0,0.0,0.0
3195,2022-23,10,75408.0,Fresno,Riverdale Joint Unified,All,All,TA,1533,86,82,4,0,0,0,95.3,4.7,0.0,0.0,0.0
3196,2022-23,10,62414.0,Fresno,Sanger Unified,All,All,TA,13713,33,24,1,8,0,0,72.7,3.0,24.2,0.0,0.0
3197,2022-23,10,62430.0,Fresno,Selma Unified,All,All,TA,6256,101,71,10,20,0,0,70.3,9.9,19.8,0.0,0.0
3198,2022-23,10,75275.0,Fresno,Sierra Unified,All,All,TA,1414,25,19,5,0,1,0,76.0,20.0,0.0,4.0,0.0
3199,2022-23,10,62513.0,Fresno,Washington Colony Elementary,All,All,TA,496,9,9,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3200,2022-23,10,76778.0,Fresno,Washington Unified,All,All,TA,3040,135,109,8,15,3,0,80.7,5.9,11.1,2.2,0.0
3201,2022-23,10,62539.0,Fresno,West Park Elementary,All,All,TA,620,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3202,2022-23,10,62547.0,Fresno,Westside Elementary,All,All,TA,4685,83,64,7,9,3,0,77.1,8.4,10.8,3.6,0.0
3203,2022-23,11,62554.0,Glenn,Capay Joint Union Elementary,All,All,TA,198,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3204,2022-23,11,10116.0,Glenn,Glenn County Office of Education,All,All,TA,641,13,11,0,2,0,0,84.6,0.0,15.4,0.0,0.0
3205,2022-23,11,76562.0,Glenn,Hamilton Unified,All,All,TA,739,38,37,0,0,1,0,97.4,0.0,0.0,2.6,0.0
3206,2022-23,11,62596.0,Glenn,Lake Elementary,All,All,TA,978,12,8,1,1,2,0,66.7,8.3,8.3,16.7,0.0
3207,2022-23,11,75481.0,Glenn,Orland Joint Unified,All,All,TA,2380,82,62,17,2,1,0,75.6,20.7,2.4,1.2,0.0
3208,2022-23,11,62638.0,Glenn,Plaza Elementary,All,All,TA,203,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3209,2022-23,11,62646.0,Glenn,Princeton Joint Unified,All,All,TA,141,8,8,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3210,2022-23,11,62653.0,Glenn,Stony Creek Joint Unified,All,All,TA,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3211,2022-23,11,62661.0,Glenn,Willows Unified,All,All,TA,1517,26,12,3,9,2,0,46.2,11.5,34.6,7.7,0.0
3212,2022-23,12,62679.0,Humboldt,Arcata Elementary,All,All,TA,1216,39,34,4,0,1,0,87.2,10.3,0.0,2.6,0.0
3213,2022-23,12,62695.0,Humboldt,Big Lagoon Union Elementary,All,All,TA,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3214,2022-23,12,62703.0,Humboldt,Blue Lake Union Elementary,All,All,TA,183,22,21,0,1,0,0,95.5,0.0,4.5,0.0,0.0
3215,2022-23,12,62729.0,Humboldt,Bridgeville Elementary,All,All,TA,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3216,2022-23,12,62737.0,Humboldt,Cuddeback Union Elementary,All,All,TA,161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3217,2022-23,12,62745.0,Humboldt,Cutten Elementary,All,All,TA,580,24,23,0,1,0,0,95.8,0.0,4.2,0.0,0.0
3218,2022-23,12,75515.0,Humboldt,Eureka City Schools,All,All,TA,3974,301,235,25,33,8,0,78.1,8.3,11.0,2.7,0.0
3219,2022-23,12,75374.0,Humboldt,Ferndale Unified,All,All,TA,488,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3220,2022-23,12,62794.0,Humboldt,Fieldbrook Elementary,All,All,TA,110,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3221,2022-23,12,76802.0,Humboldt,Fortuna Elementary,All,All,TA,1402,131,111,3,15,2,0,84.7,2.3,11.5,1.5,0.0
3222,2022-23,12,62810.0,Humboldt,Fortuna Union High,All,All,TA,1114,73,64,1,6,2,0,87.7,1.4,8.2,2.7,0.0
3223,2022-23,12,62828.0,Humboldt,Freshwater Elementary,All,All,TA,320,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3224,2022-23,12,62836.0,Humboldt,Garfield Elementary,All,All,TA,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3225,2022-23,12,62851.0,Humboldt,Green Point Elementary,All,All,TA,15,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3226,2022-23,12,10124.0,Humboldt,Humboldt County Office of Education,All,All,TA,1038,120,74,33,11,2,0,61.7,27.5,9.2,1.7,0.0
3227,2022-23,12,62885.0,Humboldt,Hydesville Elementary,All,All,TA,222,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3228,2022-23,12,62893.0,Humboldt,Jacoby Creek Elementary,All,All,TA,466,7,1,3,0,3,0,14.3,42.9,0.0,42.9,0.0
3229,2022-23,12,62901.0,Humboldt,Klamath-Trinity Joint Unified,All,All,TA,1026,166,132,12,3,19,0,79.5,7.2,1.8,11.4,0.0
3230,2022-23,12,62919.0,Humboldt,Kneeland Elementary,All,All,TA,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3231,2022-23,12,62927.0,Humboldt,Loleta Union Elementary,All,All,TA,111,14,13,0,1,0,0,92.9,0.0,7.1,0.0,0.0
3232,2022-23,12,62935.0,Humboldt,Maple Creek Elementary,All,All,TA,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3233,2022-23,12,75382.0,Humboldt,Mattole Unified,All,All,TA,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3234,2022-23,12,62950.0,Humboldt,McKinleyville Union Elementary,All,All,TA,961,21,17,1,1,2,0,81.0,4.8,4.8,9.5,0.0
3235,2022-23,12,62687.0,Humboldt,Northern Humboldt Union High,All,All,TA,2026,117,104,5,3,5,0,88.9,4.3,2.6,4.3,0.0
3236,2022-23,12,62968.0,Humboldt,Orick Elementary,All,All,TA,11,4,0,4,0,0,0,0.0,100.0,0.0,0.0,0.0
3237,2022-23,12,62976.0,Humboldt,Pacific Union Elementary,All,All,TA,608,29,18,6,0,5,0,62.1,20.7,0.0,17.2,0.0
3238,2022-23,12,62984.0,Humboldt,Peninsula Union,All,All,TA,88,15,8,0,0,7,0,53.3,0.0,0.0,46.7,0.0
3239,2022-23,12,63008.0,Humboldt,Rio Dell Elementary,All,All,TA,362,16,13,0,2,1,0,81.3,0.0,12.5,6.3,0.0
3240,2022-23,12,63024.0,Humboldt,Scotia Union Elementary,All,All,TA,198,11,10,1,0,0,0,90.9,9.1,0.0,0.0,0.0
3241,2022-23,12,63032.0,Humboldt,South Bay Union Elementary,All,All,TA,962,110,99,6,2,2,1,90.0,5.5,1.8,1.8,0.9
3242,2022-23,12,63040.0,Humboldt,Southern Humboldt Joint Unified,All,All,TA,751,64,54,2,6,2,0,84.4,3.1,9.4,3.1,0.0
3243,2022-23,12,63057.0,Humboldt,Trinidad Union Elementary,All,All,TA,174,9,5,3,1,0,0,55.6,33.3,11.1,0.0,0.0
3244,2022-23,13,63073.0,Imperial,Brawley Elementary,All,All,TA,4064,47,32,4,11,0,0,68.1,8.5,23.4,0.0,0.0
3245,2022-23,13,63081.0,Imperial,Brawley Union High,All,All,TA,2132,10,5,3,2,0,0,50.0,30.0,20.0,0.0,0.0
3246,2022-23,13,63099.0,Imperial,Calexico Unified,All,All,TA,8887,667,638,5,18,6,0,95.7,0.7,2.7,0.9,0.0
3247,2022-23,13,63107.0,Imperial,Calipatria Unified,All,All,TA,1238,14,9,0,1,4,0,64.3,0.0,7.1,28.6,0.0
3248,2022-23,13,63115.0,Imperial,Central Union High,All,All,TA,4237,125,107,9,9,0,0,85.6,7.2,7.2,0.0,0.0
3249,2022-23,13,63123.0,Imperial,El Centro Elementary,All,All,TA,5772,47,6,30,11,0,0,12.8,63.8,23.4,0.0,0.0
3250,2022-23,13,63131.0,Imperial,Heber Elementary,All,All,TA,1239,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3251,2022-23,13,63149.0,Imperial,Holtville Unified,All,All,TA,1656,76,69,7,0,0,0,90.8,9.2,0.0,0.0,0.0
3252,2022-23,13,10132.0,Imperial,Imperial County Office of Education,All,All,TA,1225,52,41,5,6,0,0,78.8,9.6,11.5,0.0,0.0
3253,2022-23,13,63164.0,Imperial,Imperial Unified,All,All,TA,4726,392,387,2,3,0,0,98.7,0.5,0.8,0.0,0.0
3254,2022-23,13,63172.0,Imperial,Magnolia Union Elementary,All,All,TA,128,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3255,2022-23,13,63180.0,Imperial,McCabe Union Elementary,All,All,TA,1239,3,0,3,0,0,0,0.0,100.0,0.0,0.0,0.0
3256,2022-23,13,63198.0,Imperial,Meadows Union Elementary,All,All,TA,440,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3257,2022-23,13,63206.0,Imperial,Mulberry Elementary,All,All,TA,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3258,2022-23,13,63214.0,Imperial,San Pasqual Valley Unified,All,All,TA,649,46,37,7,2,0,0,80.4,15.2,4.3,0.0,0.0
3259,2022-23,13,63222.0,Imperial,Seeley Union Elementary,All,All,TA,383,28,28,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3260,2022-23,13,63230.0,Imperial,Westmorland Union Elementary,All,All,TA,364,42,42,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3261,2022-23,14,63248.0,Inyo,Big Pine Unified,All,All,TA,169,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3262,2022-23,14,76687.0,Inyo,Bishop Unified,All,All,TA,2017,59,38,8,13,0,0,64.4,13.6,22.0,0.0,0.0
3263,2022-23,14,63271.0,Inyo,Death Valley Unified,All,All,TA,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3264,2022-23,14,10140.0,Inyo,Inyo County Office of Education,All,All,TA,2244,141,74,32,10,25,0,52.5,22.7,7.1,17.7,0.0
3265,2022-23,14,63289.0,Inyo,Lone Pine Unified,All,All,TA,344,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3266,2022-23,14,63297.0,Inyo,Owens Valley Unified,All,All,TA,108,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3267,2022-23,14,63305.0,Inyo,Round Valley Joint Elementary,All,All,TA,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3268,2022-23,15,63313.0,Kern,Arvin Union,All,All,TA,3126,108,98,1,8,1,0,90.7,0.9,7.4,0.9,0.0
3269,2022-23,15,63321.0,Kern,Bakersfield City,All,All,TA,30940,1929,1581,133,206,9,0,82.0,6.9,10.7,0.5,0.0
3270,2022-23,15,63339.0,Kern,Beardsley Elementary,All,All,TA,2227,38,18,0,20,0,0,47.4,0.0,52.6,0.0,0.0
3271,2022-23,15,63354.0,Kern,Blake Elementary,All,All,TA,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3272,2022-23,15,63370.0,Kern,Buttonwillow Union Elementary,All,All,TA,343,6,3,0,3,0,0,50.0,0.0,50.0,0.0,0.0
3273,2022-23,15,63388.0,Kern,Caliente Union Elementary,All,All,TA,83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3274,2022-23,15,63412.0,Kern,Delano Joint Union High,All,All,TA,4285,75,41,3,6,25,0,54.7,4.0,8.0,33.3,0.0
3275,2022-23,15,63404.0,Kern,Delano Union Elementary,All,All,TA,6530,98,63,11,18,6,0,64.3,11.2,18.4,6.1,0.0
3276,2022-23,15,63420.0,Kern,Di Giorgio Elementary,All,All,TA,251,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3277,2022-23,15,63438.0,Kern,Edison Elementary,All,All,TA,1190,208,198,0,10,0,0,95.2,0.0,4.8,0.0,0.0
3278,2022-23,15,75168.0,Kern,El Tejon Unified,All,All,TA,737,151,148,0,0,3,0,98.0,0.0,0.0,2.0,0.0
3279,2022-23,15,63446.0,Kern,Elk Hills Elementary,All,All,TA,180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3280,2022-23,15,63461.0,Kern,Fairfax Elementary,All,All,TA,2862,142,102,7,31,2,0,71.8,4.9,21.8,1.4,0.0
3281,2022-23,15,63479.0,Kern,Fruitvale Elementary,All,All,TA,3236,107,86,6,12,3,0,80.4,5.6,11.2,2.8,0.0
3282,2022-23,15,63487.0,Kern,General Shafter Elementary,All,All,TA,191,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3283,2022-23,15,63503.0,Kern,Greenfield Union,All,All,TA,9783,345,300,11,34,0,0,87.0,3.2,9.9,0.0,0.0
3284,2022-23,15,10157.0,Kern,Kern County Office of Education,All,All,TA,7340,80,33,38,6,3,0,41.3,47.5,7.5,3.8,0.0
3285,2022-23,15,63529.0,Kern,Kern High,All,All,TA,44648,541,410,10,88,33,0,75.8,1.8,16.3,6.1,0.0
3286,2022-23,15,63545.0,Kern,Kernville Union Elementary,All,All,TA,898,49,39,7,3,0,0,79.6,14.3,6.1,0.0,0.0
3287,2022-23,15,63552.0,Kern,Lakeside Union,All,All,TA,1735,28,28,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3288,2022-23,15,63560.0,Kern,Lamont Elementary,All,All,TA,2856,67,50,2,1,14,0,74.6,3.0,1.5,20.9,0.0
3289,2022-23,15,63586.0,Kern,Linns Valley-Poso Flat Union,All,All,TA,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3290,2022-23,15,63594.0,Kern,Lost Hills Union Elementary,All,All,TA,292,7,0,1,6,0,0,0.0,14.3,85.7,0.0,0.0
3291,2022-23,15,63610.0,Kern,Maple Elementary,All,All,TA,298,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3292,2022-23,15,63628.0,Kern,Maricopa Unified,All,All,TA,14371,138,70,15,22,31,0,50.7,10.9,15.9,22.5,0.0
3293,2022-23,15,73908.0,Kern,McFarland Unified,All,All,TA,3580,487,475,1,10,1,0,97.5,0.2,2.1,0.2,0.0
3294,2022-23,15,63651.0,Kern,McKittrick Elementary,All,All,TA,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3295,2022-23,15,63669.0,Kern,Midway Elementary,All,All,TA,87,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3296,2022-23,15,63677.0,Kern,Mojave Unified,All,All,TA,3419,122,101,6,12,3,0,82.8,4.9,9.8,2.5,0.0
3297,2022-23,15,63685.0,Kern,Muroc Joint Unified,All,All,TA,1979,16,8,6,1,1,0,50.0,37.5,6.3,6.3,0.0
3298,2022-23,15,63693.0,Kern,Norris Elementary,All,All,TA,4104,19,12,2,5,0,0,63.2,10.5,26.3,0.0,0.0
3299,2022-23,15,63362.0,Kern,Panama-Buena Vista Union,All,All,TA,20346,292,242,9,34,6,1,82.9,3.1,11.6,2.1,0.3
3300,2022-23,15,63719.0,Kern,Pond Union Elementary,All,All,TA,193,6,6,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3301,2022-23,15,63578.0,Kern,Richland Union Elementary,All,All,TA,3524,149,148,0,1,0,0,99.3,0.0,0.7,0.0,0.0
3302,2022-23,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,All,All,TA,1069,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3303,2022-23,15,63750.0,Kern,Rosedale Union Elementary,All,All,TA,6402,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3304,2022-23,15,63768.0,Kern,Semitropic Elementary,All,All,TA,172,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3305,2022-23,15,73742.0,Kern,Sierra Sands Unified,All,All,TA,5559,303,258,19,25,1,0,85.1,6.3,8.3,0.3,0.0
3306,2022-23,15,63784.0,Kern,South Fork Union,All,All,TA,388,10,10,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3307,2022-23,15,63776.0,Kern,Southern Kern Unified,All,All,TA,3969,507,468,13,13,13,0,92.3,2.6,2.6,2.6,0.0
3308,2022-23,15,63792.0,Kern,Standard Elementary,All,All,TA,3384,191,140,14,31,6,0,73.3,7.3,16.2,3.1,0.0
3309,2022-23,15,63800.0,Kern,Taft City,All,All,TA,2564,2,1,0,1,0,0,50.0,0.0,50.0,0.0,0.0
3310,2022-23,15,63818.0,Kern,Taft Union High,All,All,TA,1268,17,12,3,0,2,0,70.6,17.6,0.0,11.8,0.0
3311,2022-23,15,63826.0,Kern,Tehachapi Unified,All,All,TA,4501,164,95,51,14,4,0,57.9,31.1,8.5,2.4,0.0
3312,2022-23,15,63834.0,Kern,Vineland Elementary,All,All,TA,721,88,36,52,0,0,0,40.9,59.1,0.0,0.0,0.0
3313,2022-23,15,63842.0,Kern,Wasco Union Elementary,All,All,TA,3630,55,43,0,10,2,0,78.2,0.0,18.2,3.6,0.0
3314,2022-23,15,63859.0,Kern,Wasco Union High,All,All,TA,1934,10,3,1,6,0,0,30.0,10.0,60.0,0.0,0.0
3315,2022-23,16,63875.0,Kings,Armona Union Elementary,All,All,TA,2023,62,50,5,5,2,0,80.6,8.1,8.1,3.2,0.0
3316,2022-23,16,63883.0,Kings,Central Union Elementary,All,All,TA,1848,8,6,2,0,0,0,75.0,25.0,0.0,0.0,0.0
3317,2022-23,16,63891.0,Kings,Corcoran Joint Unified,All,All,TA,3442,64,37,2,25,0,0,57.8,3.1,39.1,0.0,0.0
3318,2022-23,16,63917.0,Kings,Hanford Elementary,All,All,TA,5874,190,143,1,44,2,0,75.3,0.5,23.2,1.1,0.0
3319,2022-23,16,63925.0,Kings,Hanford Joint Union High,All,All,TA,4433,112,74,6,31,1,0,66.1,5.4,27.7,0.9,0.0
3320,2022-23,16,63933.0,Kings,Island Union Elementary,All,All,TA,410,19,19,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3321,2022-23,16,10165.0,Kings,Kings County Office of Education,All,All,TA,453,7,2,0,3,2,0,28.6,0.0,42.9,28.6,0.0
3322,2022-23,16,63941.0,Kings,Kings River-Hardwick Union Elementary,All,All,TA,840,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3323,2022-23,16,63958.0,Kings,Kit Carson Union Elementary,All,All,TA,2056,50,34,1,5,10,0,68.0,2.0,10.0,20.0,0.0
3324,2022-23,16,63966.0,Kings,Lakeside Union Elementary,All,All,TA,259,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3325,2022-23,16,63974.0,Kings,Lemoore Union Elementary,All,All,TA,3459,106,93,4,8,1,0,87.7,3.8,7.5,0.9,0.0
3326,2022-23,16,63982.0,Kings,Lemoore Union High,All,All,TA,2456,39,28,3,7,1,0,71.8,7.7,17.9,2.6,0.0
3327,2022-23,16,63990.0,Kings,Pioneer Union Elementary,All,All,TA,1680,16,4,0,10,2,0,25.0,0.0,62.5,12.5,0.0
3328,2022-23,16,73932.0,Kings,Reef-Sunset Unified,All,All,TA,2843,119,115,2,2,0,0,96.6,1.7,1.7,0.0,0.0
3329,2022-23,17,64014.0,Lake,Kelseyville Unified,All,All,TA,1960,109,82,17,2,8,0,75.2,15.6,1.8,7.3,0.0
3330,2022-23,17,64022.0,Lake,Konocti Unified,All,All,TA,4123,308,271,8,18,11,0,88.0,2.6,5.8,3.6,0.0
3331,2022-23,17,10173.0,Lake,Lake County Office of Education,All,All,TA,55,12,4,6,2,0,0,33.3,50.0,16.7,0.0,0.0
3332,2022-23,17,64030.0,Lake,Lakeport Unified,All,All,TA,1482,105,87,7,9,2,0,82.9,6.7,8.6,1.9,0.0
3333,2022-23,17,64048.0,Lake,Lucerne Elementary,All,All,TA,345,29,18,8,3,0,0,62.1,27.6,10.3,0.0,0.0
